city,so2,no2,spm,year
Haldia,9.884615,39.11538,NA,2013
Haldia,10.86538,38.26923,NA,2014
Haldia,2.932692,16.94231,NA,2015
Howrah,39.71489,69.38936,457.1915,1987
Howrah,47.94167,79.31042,363.5833,1988
Howrah,58.69,94.64667,369.2,1989
Howrah,NA,NA,380.4043,1990
Howrah,50.9025,76.535,291.425,1991
Howrah,NA,NA,231.625,1992
Howrah,88.95625,140.6937,NA,1993
Howrah,73.05455,202.6114,265.2045,1994
Howrah,74.80417,206.2167,307.5625,1995
Howrah,NA,NA,259.8333,1996
Howrah,123.825,170.8,378,1997
Howrah,12.35714,49.75714,124.0952,2000
Howrah,10.58788,59.23333,NA,2001
Howrah,10.91667,71.27778,189.3889,2002
Howrah,NA,95.061,223.4519,2004
Howrah,NA,90.26746,203.4019,2005
Howrah,8.637956,71.17883,222.4112,2006
Howrah,NA,NA,NA,2007
Howrah,10.2524,76.95264,223.2139,2008
Howrah,13.71388,NA,241.0718,2009
Howrah,12.02112,75.34029,233.8964,2010
Howrah,12.35096,62.08173,NA,2011
Howrah,10.5156,44.6484,107.3168,2013
Howrah,9.230769,35.01923,NA,2014
Howrah,15.43269,43.25962,NA,2015
Calcutta,30.18824,28.84118,227.6471,1990
Calcutta,62.00294,39.57941,NA,1991
Calcutta,41.32727,34.50909,NA,1992
Calcutta,35.5375,35.37083,NA,1993
Calcutta,36.61,28.165,382.6,1994
Calcutta,34.79444,29.11389,337.9444,1995
Calcutta,22.22727,29.4697,NA,1996
Calcutta,26.88182,30.86364,NA,1997
Calcutta,32.79643,33.35357,NA,1998
Calcutta,42.78333,29.91111,300.4167,1999
Calcutta,17.51389,34.88889,316,2000
Calcutta,17.71667,73.09722,274.6389,2001
Calcutta,11.45278,81.66389,192.3056,2002
Calcutta,7.95,43.30417,110.8125,2004
Calcutta,11.01136,86.60227,NA,2014
Durgapur,NA,42.13333,221.3362,2004
Durgapur,8.164286,66.26429,301.6611,2010
Durgapur,7.337209,57.12209,NA,2011
Durgapur,13,47.72,NA,2012
Durgapur,10.22417,50.75708,98.17208,2013
Durgapur,NA,NA,NA,2015
Asansol,NA,45.63286,255.3757,2004
Asansol,5.527619,50.18952,264.4857,2005
Asansol,5.235577,53.99423,279.6923,2006
Asansol,6.664762,56.94286,229.3238,2007
Asansol,8.474038,73.51731,295.9808,2008
Asansol,9.445098,61.80588,349.6863,2009
Asansol,8.039048,66.23333,302.7407,2010
Asansol,6.959459,55.26351,NA,2011
Asansol,13.12245,46.87755,NA,2012
Asansol,10.14404,51.27021,NA,2013
Asansol,7.865385,54,NA,2014
Asansol,7.807692,54.64423,NA,2015
Kolkata,9.915625,67.75,145.9583,2004
Kolkata,NA,NA,NA,2005
Kolkata,NA,NA,NA,2006
Kolkata,NA,NA,NA,2007
Kolkata,NA,NA,NA,2008
Kolkata,NA,NA,279.6951,2009
Kolkata,8.048455,64.61057,197.6504,2010
Kolkata,12.24324,65.05968,NA,2011
Kolkata,32.68337,63.02204,NA,2012
Kolkata,10.78009,70.46991,NA,2013
Kolkata,NA,NA,NA,2014
Kolkata,NA,NA,NA,2015
Durgapur (WB),9.038636,46.54545,284.7652,2005
Durgapur (WB),7.010577,50.21122,NA,2006
Durgapur (WB),7.249521,55.46358,247.9904,2007
Durgapur (WB),8.184615,71.77051,292.0321,2008
Durgapur (WB),9.848366,63.94477,365.6209,2009
Baruipur,NA,NA,NA,2007
Barrackpore,11.55869,73.83443,240.5235,2010
Barrackpore,20.93269,45.46154,NA,2011
Barrackpore,10.50625,50.36667,100.8625,2013
Barrackpore,8.548077,55.30769,NA,2014
Barrackpore,8.471154,58.46154,NA,2015
Raniganj,8.463175,63.44286,NA,2010
Raniganj,73.10577,59.35897,NA,2011
Raniganj,126.4083,14.44583,NA,2012
Raniganj,10.04167,50.75,NA,2013
Raniganj,9.25,57.98077,NA,2014
Raniganj,NA,NA,NA,2015
Sankrail,9.899279,65.18846,198.4179,2010
Sankrail,9.015424,49.13368,NA,2011
South Suburban,7.055484,55.65452,179.828,2010
South Suburban,6.099359,50.15385,NA,2011
South Suburban,118.8421,8.280702,NA,2012
South Suburban,8.516471,59.56549,NA,2013
South Suburban,4.213592,37.76214,NA,2014
South Suburban,2.903846,36.57692,NA,2015
DANKUNI,15.08738,43.67961,NA,2015
HALDIA,19.26923,50.05769,NA,2015
Kalyani,2.894231,36.03846,NA,2015
MALDAH,2.509615,16.34615,NA,2015
SILIGURI,3.288462,17.93269,NA,2015
ULUBERIA,14.61538,43.31731,NA,2015
