city,so2,no2,spm,year
Hyderabad,8.868965517,15.29655172,NA,1990
Hyderabad,10.81111111,18.82777778,NA,1991
Hyderabad,12.806,28.774,186.28,1992
Hyderabad,8.544444444,15.96111111,NA,1993
Hyderabad,10.76031746,18.27301587,NA,1994
Hyderabad,16.51875,36.103125,NA,1995
Hyderabad,NA,NA,NA,1996
Hyderabad,NA,NA,135.7096774,1997
Hyderabad,10.90392157,30.52941176,187.3529412,1998
Hyderabad,13.18333333,22.37083333,214.5555556,1999
Hyderabad,NA,NA,160.75,2000
Hyderabad,11.28194444,29.19583333,152.0694444,2001
Hyderabad,7.245833333,25.6375,120.3333333,2002
Hyderabad,3.685294118,30.68848039,NA,2004
Hyderabad,NA,NA,227.3288227,2005
Hyderabad,NA,NA,NA,2006
Hyderabad,NA,NA,NA,2007
Hyderabad,NA,NA,NA,2008
Hyderabad,NA,NA,NA,2009
Hyderabad,NA,NA,NA,2010
Hyderabad,NA,NA,NA,2011
Hyderabad,4.724941725,25.33100233,NA,2012
Hyderabad,NA,NA,NA,2013
Hyderabad,NA,NA,NA,2014
Hyderabad,NA,NA,NA,2015
Vishakhapatnam,NA,NA,243.5675676,1992
Vishakhapatnam,18.9,27.43703704,150.2962963,1995
Vishakhapatnam,23.89722222,56.25,188.6388889,1996
Vishakhapatnam,31.25833333,59.43888889,250.25,1997
Vishakhapatnam,12.79565217,17.27391304,148.7391304,1998
Vishakhapatnam,16.78611111,14.92222222,163.4166667,1999
Vishakhapatnam,16.64166667,20.86944444,101.3055556,2000
Vishakhapatnam,13.56969697,22.54545455,122.5454545,2001
Vishakhapatnam,8.075757576,23.53333333,10.66666667,2002
Visakhapatnam,10.32,32.036,135.294,2004
Visakhapatnam,11.75576923,32.62115385,187.2115385,2005
Visakhapatnam,11.22986627,32.09197623,201.6062407,2006
Visakhapatnam,8.449232915,30.50013947,NA,2007
Visakhapatnam,10.14107143,29.71428571,178.6443452,2008
Visakhapatnam,NA,NA,NA,2009
Visakhapatnam,NA,NA,NA,2010
Visakhapatnam,NA,NA,NA,2012
Visakhapatnam,13.30140187,17.93925234,NA,2013
Visakhapatnam,13.27222982,20.80164159,NA,2014
Visakhapatnam,NA,NA,NA,2015
Tirupati,4.7625,10.275,65.375,2005
Tirupati,4.002298851,9.011494253,100.7816092,2006
Tirupati,NA,NA,NA,2007
Tirupati,4,9,109.0775862,2008
Tirupati,NA,NA,NA,2009
Tirupati,4,9,NA,2010
Tirupati,4.289795918,9.306122449,97.67346939,2011
Tirupati,4.366666667,16.86666667,NA,2012
Tirupati,4,9,NA,2013
Tirupati,4.742574257,11.04950495,NA,2015
Vijayawada,5.823529412,31.33529412,159.7058824,2005
Vijayawada,5.582631579,31.38052632,207.8631579,2006
Vijayawada,NA,NA,210.8148148,2007
Vijayawada,NA,NA,NA,2008
Vijayawada,4.6421875,13.7765625,197.3854167,2009
Vijayawada,5.836283186,13.64159292,NA,2010
Vijayawada,6.182608696,12.09565217,NA,2012
Vijayawada,NA,NA,NA,2013
Vijayawada,4.937106918,24.04716981,NA,2014
Vijayawada,NA,NA,NA,2015
Patancheru,12.76,14.48363636,113.0909091,2006
Patancheru,16.73,28.74333333,338.9,2007
Patancheru,10.73809524,23.72380952,245.9619048,2008
Patancheru,16.68089888,25.84494382,204.3483146,2009
Patancheru,11.44897959,22.90816327,NA,2010
Patancheru,6.252336449,22.26168224,NA,2011
Patancheru,6.373831776,22.35514019,NA,2012
Patancheru,5.934579439,23.8317757,NA,2013
Patancheru,5.112149533,23.94392523,NA,2014
Patancheru,5.527777778,25.09259259,NA,2015
Ramagundam,54.70909091,21.25454545,239.5454545,2006
Ramagundam,NA,NA,NA,2007
Ramagundam,NA,NA,263.8910891,2008
Ramagundam,4.094736842,14.64868421,274.7763158,2009
Ramagundam,NA,NA,NA,2010
Ramagundam,5.619444444,NA,151.0833333,2011
Ramagundam,NA,11.21686747,NA,2012
Ramagundam,10.48148148,15.13580247,NA,2013
Ramagundam,5.75,13.9125,NA,2014
Ramagundam,6.666666667,15.25555556,NA,2015
Kurnool,4.06036036,NA,NA,2007
Kurnool,4,NA,NA,2008
Kurnool,4,9,184.2022472,2009
Kurnool,4,9,NA,2010
Kurnool,4,9,NA,2012
Kurnool,4.088235294,10.16666667,NA,2013
Kurnool,4.231481481,10.2037037,NA,2014
Kurnool,NA,NA,NA,2015
Guntur,4,9,217.825,2009
Guntur,2,11.29411765,NA,2010
Guntur,3.836231884,9.963768116,187.9710145,2011
Guntur,5.457142857,11.55238095,NA,2012
Guntur,NA,NA,NA,2013
Guntur,4.85046729,22.59813084,NA,2014
Guntur,4.961165049,25.57281553,NA,2015
Nalgonda,4.997058824,23.79117647,214.6470588,2009
Nalgonda,4.731481481,23.40740741,NA,2010
Nalgonda,4.18,18.29,NA,2011
Nalgonda,4.046728972,15.46728972,NA,2012
Nalgonda,4.179012346,15.72222222,NA,2013
Nalgonda,4.777777778,17.18518519,NA,2014
Nalgonda,6.734883721,24.66976744,NA,2015
Nellore,6.1,13.8,193,2009
Nellore,2,11.67021277,NA,2010
Nellore,5.539215686,11.29411765,NA,2012
Nellore,NA,NA,NA,2013
Nellore,4.961165049,27.52427184,NA,2015
Warangal,4.075,9.705,144.9,2009
Warangal,3.539215686,9.931372549,NA,2010
Warangal,NA,10.17333333,121.8333333,2011
Warangal,NA,NA,NA,2013
Warangal,5.1,11.48888889,NA,2014
Warangal,5.269607843,12.07843137,NA,2015
Chittoor,4,9,NA,2010
Chittoor,4.111111111,9,104.4722222,2011
Chittoor,4.03030303,9.02020202,NA,2012
Chittoor,4.310185185,9.421296296,NA,2013
Chittoor,5.043478261,12.7173913,NA,2014
Chittoor,4.890547264,12.6318408,NA,2015
Khammam,2,10.90291262,NA,2010
Khammam,5.188888889,11.13333333,NA,2012
Khammam,4.453125,17.08854167,NA,2013
Khammam,4.433962264,17.0754717,NA,2014
Khammam,5.323671498,12.34782609,NA,2015
Kakinada,NA,NA,NA,2012
Kakinada,NA,NA,NA,2013
Kakinada,7.647058824,19.00980392,NA,2015
Ananthapur,4,12.56481481,NA,2013
Ananthapur,4.787037037,10.31481481,NA,2014
Ananthapur,5.166666667,10.68518519,NA,2015
Eluru,NA,NA,NA,2013
Eluru,NA,NA,NA,2014
Eluru,NA,NA,NA,2015
Kadapa,4.740740741,9.842592593,NA,2013
Kadapa,4.416666667,10.25,NA,2014
Kadapa,4.77,11.13,NA,2015
Karimnagar,NA,NA,NA,2013
Karimnagar,7.09,14.97,NA,2015
Nizamabad,4.814814815,12.40740741,NA,2013
Ongole,NA,NA,NA,2013
Ongole,4.759259259,21.62962963,NA,2014
Ongole,4.990291262,28.60194175,NA,2015
Rajahmundry,NA,NA,NA,2013
Rajahmundry,10.61682243,17.61682243,NA,2014
Rajahmundry,7.421568627,18.19607843,NA,2015
Sangareddy,NA,NA,NA,2013
Sangareddy,7.286016949,53.06920904,NA,2014
Sangareddy,5.676190476,21.2952381,NA,2015
Srikakulam,NA,NA,NA,2013
Srikakulam,NA,NA,NA,2014
Srikakulam,NA,NA,NA,2015
Vizianagaram,NA,NA,NA,2013
Vizianagaram,NA,NA,NA,2014
Vizianagaram,NA,NA,NA,2015
Itanagar,NA,NA,NA,2014
Itanagar,NA,NA,NA,2015
Naharlagun,NA,NA,NA,2014
Naharlagun,NA,NA,NA,2015
Guwahati,12.8,20.33478261,37.34782609,1991
Guwahati,NA,NA,55.13333333,1992
Guwahati,6.047727273,35.43181818,NA,1993
Guwahati,6.402777778,NA,105.3055556,1994
Guwahati,1.978125,18.88125,63.6875,1995
Guwahati,NA,NA,117.8148148,1996
Guwahati,NA,NA,299,1997
Guwahati,7.208333333,43,159.3333333,2000
Guwahati,3.708333333,19.575,172,2001
Guwahati,3.141666667,18.7,168.8333333,2002
Guwahati,3.189189189,14.31013514,NA,2004
Guwahati,NA,NA,192.8172414,2005
Guwahati,NA,NA,NA,2006
Guwahati,NA,NA,155.0227894,2007
Guwahati,NA,15.41755233,176.6409018,2008
Guwahati,NA,16.37353362,215.620887,2009
Guwahati,7.619395203,15.2544317,NA,2010
Guwahati,6.182629482,14.18565737,NA,2012
Guwahati,7.061738424,15.78229082,NA,2013
Guwahati,NA,NA,NA,2014
Guwahati,7.150038081,14.34577304,NA,2015
Bongaigaon,NA,NA,62.23076923,2005
Bongaigaon,NA,NA,61.33333333,2006
Bongaigaon,NA,NA,88.16666667,2007
Bongaigaon,NA,NA,102.507109,2008
Bongaigaon,6.094535519,15.26994536,145.6994536,2009
Bongaigaon,6.524038462,15.04326923,NA,2010
Bongaigaon,6.122660099,13.67881773,NA,2012
Bongaigaon,6.786729858,14.40758294,NA,2013
Bongaigaon,6.637254902,13.23529412,NA,2014
Bongaigaon,7.058823529,13.9144385,NA,2015
Dibrugarh,5.8,14.57878788,97.84848485,2006
Dibrugarh,NA,11.28085106,107.2446809,2007
Dibrugarh,NA,NA,92.66666667,2008
Dibrugarh,NA,12.96162791,77.63953488,2009
Dibrugarh,6.485436893,13.74757282,NA,2010
Dibrugarh,5.807843137,13.03823529,NA,2012
Dibrugarh,6.674418605,15.41860465,NA,2013
Dibrugarh,6.597826087,13.90217391,NA,2014
Dibrugarh,7.530612245,14.87755102,NA,2015
Golaghat,NA,NA,98.10526316,2006
Golaghat,NA,12.266,102.34,2007
Golaghat,NA,11.36976744,108.5581395,2008
Golaghat,5.919767442,14.40930233,100.9883721,2009
Golaghat,5.865853659,15.18292683,NA,2010
Golaghat,6.317204301,13.82043011,NA,2012
Golaghat,6.847058824,16.01176471,NA,2013
Golaghat,6.746987952,14.42168675,NA,2014
Golaghat,NA,13.87628866,NA,2015
Hailakandi,7.024324324,NA,72.27027027,2006
Hailakandi,NA,NA,85.35416667,2007
Hailakandi,5.714754098,12.6442623,104.1147541,2008
Hailakandi,5.891891892,12.93783784,149.972973,2009
Sibsagar,4.9075,NA,90.775,2006
Sibsagar,NA,11.08448276,140.4137931,2007
Sibsagar,5.063157895,12.36140351,119.122807,2008
Sibsagar,NA,NA,148.0823529,2009
Tezpur,NA,NA,108.64,2006
Tezpur,NA,NA,128.5,2007
Tezpur,NA,NA,131.4945055,2008
Tezpur,5.396341463,13.05609756,189.6829268,2009
Tezpur,5.932692308,13.28846154,NA,2010
Tezpur,6.18627451,13.35980392,NA,2012
Tezpur,6.830188679,14.48113208,NA,2013
Tezpur,6.737864078,13.10679612,NA,2014
Tezpur,7.252427184,14.00970874,NA,2015
Silchar,5.574666667,14.45866667,97.93333333,2009
Daranga,5.467391304,14.26086957,NA,2010
Daranga,5.3175,13.24,NA,2012
Daranga,6.1625,14.2875,NA,2013
Daranga,5.681818182,12.87878788,NA,2014
Daranga,NA,NA,NA,2015
Lakhimpur,6.470588235,14.65686275,NA,2010
Lakhimpur,5.766019417,14.22524272,NA,2012
Lakhimpur,6.895238095,15.81904762,NA,2013
Lakhimpur,6.268041237,14.21649485,NA,2014
Lakhimpur,6.552083333,14.17708333,NA,2015
Nagaon,5.902912621,14.09708738,NA,2010
Nagaon,6.214893617,13.32340426,NA,2012
Nagaon,6.868686869,14.96969697,NA,2013
Nagaon,6.784810127,13.21518987,NA,2014
Nagaon,8.407894737,15.23684211,NA,2015
Nalbari,6.731707317,15.80487805,NA,2010
Nalbari,6.039423077,15.09903846,NA,2012
Nalbari,7.336842105,17.02105263,NA,2013
Nalbari,6.747572816,15.09708738,NA,2014
Nalbari,6.228571429,15.4952381,NA,2015
Sivasagar,6.36,13.56,NA,2010
Sivasagar,6.753431373,14.64411765,NA,2012
Sivasagar,6.873239437,14.63615023,NA,2013
Sivasagar,6.148325359,12.58373206,NA,2014
Sivasagar,6.391089109,13.0990099,NA,2015
Silcher,6.805825243,16.78640777,NA,2010
Silcher,5.843783784,14.34054054,NA,2012
Silcher,7.235602094,16.91753927,NA,2013
Silcher,NA,NA,NA,2014
Silcher,6.143617021,13.42553191,NA,2015
Tinsukia,6.330985915,13.53521127,NA,2010
Tinsukia,5.240104167,12.24322917,NA,2012
Tinsukia,6.34939759,13.70481928,NA,2013
Tinsukia,6.358024691,12.86419753,NA,2014
Tinsukia,7.320224719,14.91573034,NA,2015
Margherita,10.45360825,22.63917526,NA,2010
Margherita,6.286458333,14.4875,NA,2012
Margherita,7.327272727,14.87272727,NA,2013
Margherita,11.85882353,23.85882353,NA,2014
Margherita,7.516129032,15.02150538,NA,2015
Sindri,NA,36.725,306.75,1987
Sindri,28.28333333,19.975,277,1988
Sindri,NA,30.79090909,293.1818182,1989
Sindri,25.94166667,42.69166667,316,1990
Sindri,37.85,46.65833333,317.8333333,1991
Sindri,32.76,40.5,244.8,1992
Sindri,30.21818182,52.29090909,NA,1993
Sindri,35.18181818,51.21818182,286.3636364,1994
Sindri,33.60909091,46.05454545,278.0909091,1995
Sindri,42.225,54.99166667,289.3333333,1996
Sindri,40.55,54.70833333,217.6666667,1997
Sindri,64.08333333,59.8,182.0833333,1998
Sindri,69.14166667,45.95833333,175.9166667,1999
Sindri,20.00909091,16.33636364,208.2727273,2000
Sindri,17.85833333,42.33333333,218.5833333,2001
Sindri,NA,NA,188.4444444,2002
Sindri,11.7025641,59.33820513,204.4102564,2004
Sindri,15.88860759,46.36202532,181.7341772,2005
Sindri,19.14666667,51.08,208.0666667,2006
Sindri,NA,NA,178.7419355,2007
Sindri,NA,NA,NA,2008
Sindri,NA,NA,NA,2009
Sindri,NA,NA,NA,2010
Sindri,15.81967213,33.49180328,NA,2011
Sindri,NA,NA,NA,2012
Sindri,NA,NA,NA,2013
Sindri,NA,NA,NA,2014
Sindri,12.31111111,36.97777778,NA,2015
Jharia,31.14285714,43.67142857,507.2857143,1987
Jharia,39.16363636,28.62727273,546.9090909,1988
Jharia,NA,31.55454545,443.0909091,1989
Jharia,26.575,42.675,425.8333333,1990
Jharia,41.7,50.86666667,415.5,1991
Jharia,37.16,43.12,428.6,1992
Jharia,36.66666667,52.86666667,NA,1993
Jharia,41.925,58.49166667,375.1666667,1994
Jharia,40,54.44545455,457.5454545,1995
Jharia,41.2,51.73333333,518.1666667,1996
Jharia,44.85833333,57.06666667,411.5833333,1997
Jharia,73.65,54.29166667,452.1666667,1998
Jharia,79.69166667,50.56666667,459.5,1999
Jharia,22.06666667,17.61666667,364.8333333,2000
Jharia,17.38333333,38.09166667,383.6666667,2001
Jharia,NA,NA,286.5555556,2002
Jharia,13.61604938,67.3762963,NA,2004
Jharia,NA,NA,298.8947368,2005
Jharia,20.25,55.47857143,263.9285714,2006
Jharia,NA,NA,NA,2007
Jharia,NA,NA,NA,2008
Jharia,NA,NA,336.0769231,2009
Jharia,NA,NA,302.3543662,2010
Jharia,15.59615385,39.03846154,NA,2011
Jharia,NA,NA,NA,2012
Jharia,NA,NA,NA,2013
Jharia,NA,NA,NA,2014
Jharia,13.24444444,38.08888889,NA,2015
Dhanbad,NA,22.55714286,166.2857143,1987
Dhanbad,21.30833333,17.775,277.75,1988
Dhanbad,NA,25.26428571,251.2857143,1989
Dhanbad,30.98333333,43.27083333,289.4583333,1990
Dhanbad,41.15416667,47.52916667,361.1666667,1991
Dhanbad,33.56666667,40.26666667,342.4166667,1992
Dhanbad,28.45454545,48.95454545,NA,1993
Dhanbad,36.09166667,47.725,283.6666667,1994
Dhanbad,31.12,39.35,275.6,1995
Dhanbad,37.25,48.85833333,246.6666667,1996
Dhanbad,37.61666667,46.99166667,183.1666667,1997
Dhanbad,67.56666667,57.5,238.4166667,1998
Dhanbad,85.53333333,53.70833333,235.6666667,1999
Dhanbad,17.64166667,19.05833333,277.8333333,2000
Dhanbad,17.42727273,36.94545455,270.0909091,2001
Dhanbad,16.51428571,53.58571429,220.4285714,2002
Dhanbad,11.73580247,57.60790123,216.0864198,2004
Dhanbad,15.76129032,47.00860215,226.0860215,2005
Dhanbad,20.9,55.95,222.3125,2006
Dhanbad,NA,NA,NA,2007
Dhanbad,NA,NA,NA,2008
Dhanbad,NA,NA,NA,2009
Dhanbad,NA,NA,NA,2010
Dhanbad,15.84251969,34.86614173,NA,2011
Dhanbad,NA,NA,NA,2012
Dhanbad,NA,NA,NA,2013
Dhanbad,NA,NA,NA,2014
Dhanbad,NA,NA,NA,2015
Jamshedpur,55.365,29.87,117.95,1990
Jamshedpur,NA,NA,98.7,1991
Jamshedpur,62.98,10.76,139.6,1996
Jamshedpur,40.45416667,50.4875,127.125,1997
Jamshedpur,37.5,48.36428571,182.0714286,1998
Jamshedpur,50.75,57.27272727,212.9090909,1999
Jamshedpur,49.65416667,49.3625,232,2000
Jamshedpur,43.86363636,52.19545455,262,2001
Jamshedpur,42.62083333,56.29166667,234.125,2002
Jamshedpur,41.71428571,53.48979592,314.3316327,2004
Jamshedpur,39.7627027,52.45243243,345.3891892,2005
Jamshedpur,38.55813953,52.22790698,291.5116279,2006
Jamshedpur,38.12371134,51.74690722,NA,2007
Jamshedpur,37.07142857,50.52857143,NA,2008
Jamshedpur,36.26188119,49.30049505,363.8960396,2009
Jamshedpur,35.4,47.60555556,NA,2010
Jamshedpur,35.78089888,47.62359551,NA,2011
Jamshedpur,37.08510638,48.54787234,NA,2012
Jamshedpur,34.65986395,45.20408163,NA,2013
Jamshedpur,35.06451613,44.85483871,NA,2015
Patna,12.37272727,17.92727273,230.9090909,1991
Patna,19.93636364,29.66363636,118.9090909,1992
Patna,11.26666667,16.675,NA,1993
Patna,12.05833333,25.675,221.25,1994
Patna,18.3375,22.925,368.1875,1995
Patna,20.11666667,26.65,408.0555556,1996
Patna,20.46086957,24.06956522,397.3043478,1997
Patna,17.10833333,20.725,356.2916667,1998
Patna,12.88636364,15.56818182,348.5454545,1999
Patna,13.5,16.4375,334.75,2000
Patna,13.06666667,15.32083333,337.5833333,2001
Patna,12.88333333,15.49166667,315.625,2002
Patna,11.54271357,24.92964824,156.0050251,2004
Patna,12.27910448,NA,266.9701493,2005
Patna,NA,NA,NA,2006
Patna,NA,NA,294.8648649,2007
Patna,NA,NA,300.7122302,2008
Patna,NA,NA,NA,2009
Patna,NA,NA,NA,2010
Patna,NA,NA,NA,2011
Patna,NA,NA,NA,2012
Chandigarh,8.386666667,26.36666667,NA,1989
Chandigarh,6.829411765,11.35294118,225.1470588,1990
Chandigarh,NA,NA,260.173913,1991
Chandigarh,NA,NA,415.4444444,1992
Chandigarh,13.31111111,33.18333333,NA,1993
Chandigarh,6.678571429,21.65357143,172.1785714,1994
Chandigarh,10.42307692,30.74615385,208.0769231,1995
Chandigarh,6.941666667,18.39583333,175.4583333,1996
Chandigarh,6.575,4.754166667,225.8333333,1997
Chandigarh,5.25,8.745833333,278.5,1998
Chandigarh,NA,NA,225.3333333,1999
Chandigarh,NA,NA,225.3333333,2000
Chandigarh,NA,NA,247.0833333,2001
Chandigarh,NA,NA,296.375,2002
Chandigarh,6.128113879,30.43772242,206.7686833,2004
Chandigarh,NA,NA,NA,2005
Chandigarh,NA,NA,NA,2006
Chandigarh,NA,NA,219.4626667,2007
Chandigarh,NA,NA,198.0732984,2008
Chandigarh,NA,NA,NA,2009
Chandigarh,NA,15.69571046,NA,2010
Chandigarh,NA,NA,NA,2011
Chandigarh,NA,NA,NA,2012
Chandigarh,NA,NA,NA,2013
Chandigarh,NA,NA,NA,2014
Chandigarh,2,25.43068641,NA,2015
Korba,10.33571429,5.7,NA,1993
Korba,9.4,8.488888889,NA,1994
Korba,NA,NA,154.7894737,1997
Korba,NA,NA,140.8571429,1998
Korba,13.83,18.9,139.5,1999
Korba,13.49583333,18.62083333,82.375,2000
Korba,NA,NA,100.375,2001
Korba,NA,NA,111.0869565,2002
Korba,NA,NA,NA,2004
Korba,12.91198502,20.38426966,181.588015,2005
Korba,13.20035211,20.83239437,NA,2006
Korba,NA,NA,NA,2007
Korba,NA,NA,NA,2008
Korba,NA,NA,NA,2009
Korba,12.87412587,NA,NA,2010
Korba,12.49458484,20.30685921,NA,2011
Korba,11.93560606,NA,NA,2012
Korba,NA,NA,NA,2013
Korba,12.44278607,19.07960199,NA,2014
Korba,11.8707483,18.23809524,NA,2015
Korba,12.53333333,6.716666667,198.3333333,1992
Korba,8.3,14.9,257,1995
Korba,NA,NA,321.5833333,1996
Bhilai Nagar,NA,25.59396985,224.1859296,2005
Bhilai Nagar,NA,25.1291498,206.8906883,2006
Bhilai Nagar,NA,NA,NA,2007
Bhilai Nagar,NA,NA,NA,2008
Bhilai Nagar,NA,NA,NA,2009
Raipur,11.08831776,36.12850467,309.9906542,2005
Raipur,NA,NA,252.5265306,2006
Raipur,NA,NA,NA,2007
Raipur,NA,NA,NA,2008
Raipur,NA,NA,NA,2009
Raipur,NA,NA,NA,2010
Raipur,NA,NA,NA,2011
Raipur,12.73684211,36.89473684,NA,2012
Raipur,NA,NA,NA,2013
Raipur,NA,NA,NA,2014
Raipur,NA,NA,NA,2015
Raipur,92.76666667,36.9,144.6666667,1992
Raipur,NA,19.59375,NA,1993
Raipur,15.41666667,NA,NA,1994
Raipur,18.2,26.85,412.5,1995
Raipur,16.44583333,24.5375,243.5833333,1996
Raipur,8.820833333,25.68333333,168.7916667,1997
Raipur,9.341666667,32.48333333,260.7916667,1998
Raipur,9.45,36.22,311.7,1999
Raipur,10.425,37.45833333,152.875,2000
Raipur,9.65,39.125,188.0416667,2001
Raipur,8.620833333,36.41666667,303.25,2002
Bhilai,NA,NA,NA,2010
Bhilai,8.874647887,22.39940141,NA,2011
Bhilai,NA,NA,NA,2012
Bhilai,NA,NA,NA,2013
Bhilai,NA,NA,NA,2014
Bhilai,NA,22.55905512,NA,2015
Bhilai,21.45217391,28.53913043,286.173913,1989
Bhilai,NA,23.61,305.1,1990
Bhilai,NA,28.85714286,239.8571429,1991
Bhilai,NA,NA,144.16,1992
Bhilai,NA,24.38181818,NA,1993
Bhilai,NA,24.58571429,NA,1994
Bhilai,NA,33.525,266.75,1995
Bhilai,13.9,32.6,202.7727273,1996
Bhilai,NA,33.97916667,135.7916667,1997
Bhilai,NA,31.5,201.875,1998
Bhilai,NA,33.19,258.8,1999
Bhilai,14.40833333,31.075,84.83333333,2000
Bhilai,15.13181818,30.03636364,145.0909091,2001
Bhilai,NA,NA,171.35,2002
Bilaspur,NA,NA,NA,2013
Bilaspur,NA,21.23809524,NA,2014
Bilaspur,6.074074074,21.69135802,NA,2015
Daman,5.114285714,6.357142857,83.57142857,1992
Daman,NA,NA,96,1993
Daman,NA,NA,100.5833333,1994
Daman,5.4,7.6,107.3333333,1995
Daman,12.3,18.43125,216.75,2007
Daman,9.779126214,17.07184466,211.4417476,2008
Daman,7.273134328,18.83731343,222.641791,2009
Daman,7.177083333,17.65625,NA,2010
Daman,7.490990991,19.61171171,39.35135135,2011
Daman,7.628947368,20.14736842,NA,2012
Daman,14.45454545,24.95454545,NA,2015
Silvassa,10.64117647,18.88823529,208.5294118,2007
Silvassa,9.852884615,17.32451923,191.0721154,2008
Silvassa,8.589855072,17.31884058,312.942029,2009
Khadoli,7.138297872,17.61702128,NA,2010
Khadoli,7.592783505,19.35463918,42.3814433,2011
Khadoli,7.618666667,20.18133333,NA,2012
Khadoli,15.88372093,26.90697674,NA,2015
Daman Diu & Nagar,NA,7.82,89.6,1989
Daman Diu & Nagar,4.147222222,4.441666667,95.69444444,1990
Daman Diu & Nagar,4.042424242,5.26969697,92.06060606,1991
Daman Diu & Nagar,8.5,7.834482759,105.3448276,1992
Daman Diu & Nagar,8.019230769,8.376923077,NA,1993
Daman Diu & Nagar,4.428571429,5.9,105,1994
Daman Diu & Nagar,3.8,4.1,97.33333333,1995
Delhi,NA,18.7,548.875,1987
Delhi,NA,NA,NA,1988
Delhi,15.08367347,28.02040816,368.1326531,1990
Delhi,19.72380952,33.39619048,NA,1991
Delhi,20.52777778,31.54444444,NA,1992
Delhi,18.67263158,32.17789474,NA,1993
Delhi,24.86,41.22352941,435.7764706,1994
Delhi,23.11759259,47,NA,1995
Delhi,NA,NA,397.6761905,1996
Delhi,16.43703704,34.01666667,343.5277778,1997
Delhi,15.62857143,33.74190476,378.1619048,1998
Delhi,17.33425926,35.78333333,363.5555556,1999
Delhi,15.08981481,39.93796296,NA,2000
Delhi,12.91212121,39.01414141,NA,2001
Delhi,NA,NA,NA,2002
Delhi,NA,NA,NA,2003
Delhi,NA,NA,NA,2004
Delhi,NA,NA,NA,2005
Delhi,NA,NA,NA,2006
Delhi,NA,NA,NA,2007
Delhi,NA,NA,NA,2008
Delhi,NA,NA,NA,2009
Delhi,NA,NA,NA,2011
Delhi,7.444444444,81.68402778,NA,2012
Delhi,4.487084871,89.73431734,NA,2013
Delhi,5.137174211,63.49245542,NA,2014
Delhi,NA,NA,NA,2015
Ponda,NA,6.833333333,57.33333333,1987
Ponda,4.933333333,15.03333333,90.33333333,1988
Ponda,NA,NA,NA,2013
Ponda,3.912621359,8.611650485,NA,2015
Vasco,NA,11.3,NA,1987
Vasco,5.016666667,15.71666667,163,1988
Vasco,4.390909091,12.57272727,144.4545455,1989
Vasco,6.283333333,9.55,125.6666667,1990
Vasco,6.541666667,NA,114.25,1991
Vasco,NA,NA,55.63636364,1992
Vasco,NA,10.26071429,156.0928571,2004
Vasco,NA,NA,NA,2005
Vasco,NA,NA,161.3301887,2006
Vasco,NA,NA,144.1730769,2007
Vasco,NA,16.61111111,132.7777778,2008
Vasco,NA,NA,176.7959184,2009
Vasco,NA,NA,NA,2010
Vasco,4.158823529,18.62352941,NA,2011
Vasco,7.176470588,19.85294118,NA,2012
Vasco,NA,NA,NA,2013
Vasco,3.388059701,7.507462687,NA,2014
Vasco,NA,NA,NA,2015
Panjim,16.2,32.8,NA,1993
Panjim,25.2125,NA,NA,1994
Panjim,81.1,30.1,231,1995
Panjim,65.56666667,24.30833333,192.8333333,1996
Panjim,74.8,26.01666667,125,1997
Panjim,55.9,26.86666667,169.0833333,1998
Panjim,28.36,21.48,248.6,1999
Panjim,50.61666667,29.14166667,91.08333333,2000
Panjim,46.02727273,32.94545455,NA,2001
Panjim,28.2,37.775,NA,2002
Panjim,0,0,0,2003
Panaji,2.439805825,11.47961165,130.5436893,2004
Panaji,NA,NA,104.8235294,2005
Panaji,NA,NA,NA,2006
Panaji,NA,NA,105.3267327,2007
Panaji,NA,16.74,180.4,2008
Panaji,NA,NA,141.3142857,2009
Panaji,NA,NA,NA,2010
Panaji,NA,NA,NA,2011
Panaji,5.314285714,15.11428571,NA,2012
Panaji,NA,NA,NA,2013
Panaji,3.048780488,7.56097561,NA,2014
Panaji,NA,NA,NA,2015
Mormugao,NA,NA,83,2006
Mormugao,NA,NA,NA,2007
Mormugao,NA,12.85555556,177.4444444,2008
Mormugao,NA,NA,145.24,2009
Amona,10.62365591,16.34408602,29.14645161,2011
Amona,NA,NA,22.84116505,2013
Amona,3.951456311,8.601941748,NA,2015
Assanora,NA,NA,31.33234043,2011
Assanora,NA,NA,22.22564356,2013
Assanora,3.902912621,8.699029126,NA,2015
Bicholim,9.904255319,16.11702128,35.29521277,2011
Bicholim,NA,NA,23.80865385,2013
Bicholim,3.854368932,8.72815534,NA,2015
Codli,9.894736842,16.13684211,29.00778947,2011
Codli,NA,NA,20.54407767,2013
Codli,3.766990291,8.495145631,NA,2015
Curchorem,6.582524272,NA,NA,2011
Curchorem,NA,NA,26.31168317,2013
Curchorem,3.834951456,8.786407767,NA,2015
Honda,11.69791667,17.57291667,39.23875,2011
Honda,NA,NA,23.51594059,2013
Honda,3.844660194,8.59223301,NA,2015
Usgao,15.02,15.17,53.3555,2011
Usgao,NA,NA,23.4038835,2013
Usgao,3.81372549,8.568627451,NA,2015
Kundaim,NA,NA,22.75576923,2013
Kundaim,3.970873786,9.485436893,NA,2015
Mapusa,10.31,12.47,NA,2013
Mapusa,7.019047619,NA,NA,2015
Margao,NA,NA,24.02692308,2013
Margao,3.990291262,8.796116505,NA,2015
