"","city","so2","no2","spm","year","lat","lng","radius","avg","pop","date"
"160","Ananthapur","11.65123457","0","0",2023,14.6819,77.595406,116.5840132,3.88374485666667,262340,2023-01-01
"161","Ananthapur","12.2345679035","0","0",2024,14.6819,77.595406,116.5840132,4.07818930116667,262340,2024-01-01
"162","Ananthapur","12.817901237","0","0",2025,14.6819,77.595406,116.5840132,4.27263374566667,262340,2025-01-01
"163","Eluru","0","0","0",2016,17.10449,82.24455,116.5840132,0,214414,2016-01-01
"164","Eluru","0","0","0",2017,17.10449,82.24455,116.5840132,0,214414,2017-01-01
"165","Eluru","0","0","0",2018,17.10449,82.24455,116.5840132,0,214414,2018-01-01
"166","Eluru","0","0","0",2019,17.10449,82.24455,116.5840132,0,214414,2019-01-01
"167","Eluru","0","0","0",2020,17.10449,82.24455,116.5840132,0,214414,2020-01-01
"168","Eluru","0","0","0",2021,17.10449,82.24455,116.5840132,0,214414,2021-01-01
"169","Eluru","0","0","0",2022,17.10449,82.24455,116.5840132,0,214414,2022-01-01
"170","Eluru","0","0","0",2023,17.10449,82.24455,116.5840132,0,214414,2023-01-01
"171","Eluru","0","0","0",2024,17.10449,82.24455,116.5840132,0,214414,2024-01-01
"172","Eluru","0","0","0",2025,17.10449,82.24455,116.5840132,0,214414,2025-01-01
"173","Kadapa","4.7156172835","13.6260493818333","0",2016,14.50996,78.77283,116.5840132,6.11388888844443,341823,2016-01-01
"174","Kadapa","4.730246913","14.2697530853333","0",2017,14.50996,78.77283,116.5840132,6.33333333277777,341823,2017-01-01
"175","Kadapa","4.7448765425","14.9134567888333","0",2018,14.50996,78.77283,116.5840132,6.5527777771111,341823,2018-01-01
"176","Kadapa","4.759506172","15.5571604923333","0",2019,14.50996,78.77283,116.5840132,6.77222222144443,341823,2019-01-01
"177","Kadapa","4.7741358015","16.2008641958333","0",2020,14.50996,78.77283,116.5840132,6.99166666577777,341823,2020-01-01
"178","Kadapa","4.788765431","16.8445678993333","0",2021,14.50996,78.77283,116.5840132,7.2111111101111,341823,2021-01-01
"179","Kadapa","4.80339506049999","17.4882716028333","0",2022,14.50996,78.77283,116.5840132,7.43055555444443,341823,2022-01-01
"180","Kadapa","4.81802468999999","18.1319753063333","0",2023,14.50996,78.77283,116.5840132,7.64999999877776,341823,2023-01-01
"181","Kadapa","4.83265431949999","18.7756790098333","0",2024,14.50996,78.77283,116.5840132,7.8694444431111,341823,2024-01-01
"182","Kadapa","4.84728394899999","19.4193827133333","0",2025,14.50996,78.77283,116.5840132,8.08888888744443,341823,2025-01-01
"183","Karimnagar","7.09","14.97","0",2016,18.43915,79.12856,116.5840132,7.35333333333333,260899,2016-01-01
"184","Karimnagar","7.09","14.97","0",2017,18.43915,79.12856,116.5840132,7.35333333333333,260899,2017-01-01
"185","Karimnagar","7.09","14.97","0",2018,18.43915,79.12856,116.5840132,7.35333333333333,260899,2018-01-01
"186","Karimnagar","7.09","14.97","0",2019,18.43915,79.12856,116.5840132,7.35333333333333,260899,2019-01-01
"187","Karimnagar","7.09","14.97","0",2020,18.43915,79.12856,116.5840132,7.35333333333333,260899,2020-01-01
"188","Karimnagar","7.09","14.97","0",2021,18.43915,79.12856,116.5840132,7.35333333333333,260899,2021-01-01
"189","Karimnagar","7.09","14.97","0",2022,18.43915,79.12856,116.5840132,7.35333333333333,260899,2022-01-01
"190","Karimnagar","7.09","14.97","0",2023,18.43915,79.12856,116.5840132,7.35333333333333,260899,2023-01-01
"191","Karimnagar","7.09","14.97","0",2024,18.43915,79.12856,116.5840132,7.35333333333333,260899,2024-01-01
"192","Karimnagar","7.09","14.97","0",2025,18.43915,79.12856,116.5840132,7.35333333333333,260899,2025-01-01
"193","Nizamabad","4.814814815","12.40740741","0",2016,26.05295,83.05787,116.5840132,5.74074074166667,310467,2016-01-01
"194","Nizamabad","4.814814815","12.40740741","0",2017,26.05295,83.05787,116.5840132,5.74074074166667,310467,2017-01-01
"195","Nizamabad","4.814814815","12.40740741","0",2018,26.05295,83.05787,116.5840132,5.74074074166667,310467,2018-01-01
"196","Nizamabad","4.814814815","12.40740741","0",2019,26.05295,83.05787,116.5840132,5.74074074166667,310467,2019-01-01
"197","Nizamabad","4.814814815","12.40740741","0",2020,26.05295,83.05787,116.5840132,5.74074074166667,310467,2020-01-01
"198","Nizamabad","4.814814815","12.40740741","0",2021,26.05295,83.05787,116.5840132,5.74074074166667,310467,2021-01-01
"199","Nizamabad","4.814814815","12.40740741","0",2022,26.05295,83.05787,116.5840132,5.74074074166667,310467,2022-01-01
"200","Nizamabad","4.814814815","12.40740741","0",2023,26.05295,83.05787,116.5840132,5.74074074166667,310467,2023-01-01
"201","Nizamabad","4.814814815","12.40740741","0",2024,26.05295,83.05787,116.5840132,5.74074074166667,310467,2024-01-01
"202","Nizamabad","4.814814815","12.40740741","0",2025,26.05295,83.05787,116.5840132,5.74074074166667,310467,2025-01-01
"203","Ongole","5.914419274","56.4911902299998","0",2016,15.503565,80.044541,116.5840132,20.8018698346666,202826,2016-01-01
"204","Ongole","6.145451277","63.4635023499997","0",2017,15.503565,80.044541,116.5840132,23.2029845423332,202826,2017-01-01
"205","Ongole","6.37648327999999","70.4358144699997","0",2018,15.503565,80.044541,116.5840132,25.6040992499999,202826,2018-01-01
"206","Ongole","6.60751528299999","77.4081265899996","0",2019,15.503565,80.044541,116.5840132,28.0052139576665,202826,2019-01-01
"207","Ongole","6.83854728599999","84.3804387099996","0",2020,15.503565,80.044541,116.5840132,30.4063286653332,202826,2020-01-01
"208","Ongole","7.06957928899999","91.3527508299996","0",2021,15.503565,80.044541,116.5840132,32.8074433729999,202826,2021-01-01
"209","Ongole","7.30061129199999","98.3250629499995","0",2022,15.503565,80.044541,116.5840132,35.2085580806665,202826,2022-01-01
"210","Ongole","7.53164329499999","105.297375069999","0",2023,15.503565,80.044541,116.5840132,37.609672788333,202826,2023-01-01
"211","Ongole","7.76267529799999","112.269687189999","0",2024,15.503565,80.044541,116.5840132,40.0107874959997,202826,2024-01-01
"212","Ongole","7.99370730099999","119.241999309999","0",2025,15.503565,80.044541,116.5840132,42.4119022036663,202826,2025-01-01
"213","Rajahmundry","0","20.51310243","0",2016,17.00517,81.77784,116.5840132,6.83770081,343903,2016-01-01
"214","Rajahmundry","0","21.09235843","0",2017,17.00517,81.77784,116.5840132,7.03078614333333,343903,2017-01-01
"215","Rajahmundry","0","21.67161443","0",2018,17.00517,81.77784,116.5840132,7.22387147666667,343903,2018-01-01
"216","Rajahmundry","0","22.25087043","0",2019,17.00517,81.77784,116.5840132,7.41695681,343903,2019-01-01
"217","Rajahmundry","0","22.83012643","0",2020,17.00517,81.77784,116.5840132,7.61004214333333,343903,2020-01-01
"218","Rajahmundry","0","23.40938243","0",2021,17.00517,81.77784,116.5840132,7.80312747666667,343903,2021-01-01
"219","Rajahmundry","0","23.98863843","0",2022,17.00517,81.77784,116.5840132,7.99621281,343903,2022-01-01
"220","Rajahmundry","0","24.56789443","0",2023,17.00517,81.77784,116.5840132,8.18929814333333,343903,2023-01-01
"221","Rajahmundry","0","25.14715043","0",2024,17.00517,81.77784,116.5840132,8.38238347666667,343903,2024-01-01
