city,so2,no2,spm,year,lat,lng,radius,avg,date,pop
Bhopal,NA,NA,NA,2004,23.25469,77.40289,116.584,NA,1/1/2004,1795648
Bhopal,NA,NA,180.8713,2005,23.25469,77.40289,116.584,180.8713,1/1/2005,1795648
Bhopal,NA,NA,169.6757,2006,23.25469,77.40289,116.584,169.6757,1/1/2006,1795648
Bhopal,NA,NA,NA,2007,23.25469,77.40289,116.584,NA,1/1/2007,1795648
Bhopal,NA,NA,NA,2008,23.25469,77.40289,116.584,NA,1/1/2008,1795648
Bhopal,NA,NA,NA,2009,23.25469,77.40289,116.584,NA,1/1/2009,1795648
Bhopal,NA,17.74624,319.4262,2010,23.25469,77.40289,116.584,168.5862,1/1/2010,1795648
Bhopal,NA,NA,NA,2011,23.25469,77.40289,116.584,NA,1/1/2011,1795648
Bhopal,NA,NA,NA,2012,23.25469,77.40289,116.584,NA,1/1/2012,1795648
Bhopal,NA,NA,NA,2013,23.25469,77.40289,116.584,NA,1/1/2013,1795648
Bhopal,NA,NA,NA,2014,23.25469,77.40289,116.584,NA,1/1/2014,1795648
Bhopal,NA,NA,NA,2015,23.25469,77.40289,116.584,NA,1/1/2015,1795648
Jabalpur,5.4,17.83333,248.3333,1991,23.1745,79.9359,116.584,90.52222,1/1/1991,1054336
Jabalpur,4.922222,63.16111,182.2778,1992,23.1745,79.9359,116.584,83.4537,1/1/1992,1054336
Jabalpur,1.43,54.82,NA,1993,23.1745,79.9359,116.584,28.125,1/1/1993,1054336
Jabalpur,1.433333,69,NA,1994,23.1745,79.9359,116.584,35.21667,1/1/1994,1054336
Jabalpur,4,13.9,178,1995,23.1745,79.9359,116.584,65.3,1/1/1995,1054336
Jabalpur,3.825,12.775,232.25,1996,23.1745,79.9359,116.584,82.95,1/1/1996,1054336
Jabalpur,NA,NA,119.9444,2004,23.1745,79.9359,116.584,119.9444,1/1/2004,1054336
Jabalpur,NA,NA,192.4366,2005,23.1745,79.9359,116.584,192.4366,1/1/2005,1054336
Jabalpur,NA,21.96301,175.7123,2006,23.1745,79.9359,116.584,98.83767,1/1/2006,1054336
Jabalpur,NA,NA,NA,2007,23.1745,79.9359,116.584,NA,1/1/2007,1054336
Jabalpur,NA,NA,NA,2008,23.1745,79.9359,116.584,NA,1/1/2008,1054336
Jabalpur,NA,NA,NA,2009,23.1745,79.9359,116.584,NA,1/1/2009,1054336
Jabalpur,2,24.54286,293.9048,2010,23.1745,79.9359,116.584,106.8159,1/1/2010,1054336
Jabalpur,2,24.73626,NA,2011,23.1745,79.9359,116.584,13.36813,1/1/2011,1054336
Jabalpur,2,24.35455,NA,2012,23.1745,79.9359,116.584,13.17727,1/1/2012,1054336
Jabalpur,NA,NA,NA,2013,23.1745,79.9359,116.584,NA,1/1/2013,1054336
Jabalpur,2,23.46988,NA,2014,23.1745,79.9359,116.584,12.73494,1/1/2014,1054336
Jabalpur,9,28.42857,NA,2015,23.1745,79.9359,116.584,18.71429,1/1/2015,1054336
Gwalior,14.95,23.75,378,2005,26.22983,78.17337,116.584,138.9,1/1/2005,1053505
Gwalior,NA,NA,209.3643,2006,26.22983,78.17337,116.584,209.3643,1/1/2006,1053505
Gwalior,NA,NA,NA,2007,26.22983,78.17337,116.584,NA,1/1/2007,1053505
Gwalior,NA,NA,NA,2008,26.22983,78.17337,116.584,NA,1/1/2008,1053505
Gwalior,NA,NA,NA,2009,26.22983,78.17337,116.584,NA,1/1/2009,1053505
Gwalior,NA,NA,419.72,2010,26.22983,78.17337,116.584,419.72,1/1/2010,1053505
Gwalior,NA,NA,NA,2011,26.22983,78.17337,116.584,NA,1/1/2011,1053505
Gwalior,12.72059,26.61471,NA,2012,26.22983,78.17337,116.584,19.66765,1/1/2012,1053505
Gwalior,NA,NA,NA,2013,26.22983,78.17337,116.584,NA,1/1/2013,1053505
Gwalior,NA,16.77869,NA,2014,26.22983,78.17337,116.584,16.77869,1/1/2014,1053505
Gwalior,NA,NA,NA,2015,26.22983,78.17337,116.584,NA,1/1/2015,1053505
Ujjain,10.2,10.3,280,2005,23.18239,75.77643,116.584,100.1667,1/1/2005,515215
Ujjain,NA,NA,122.8759,2006,23.18239,75.77643,116.584,122.8759,1/1/2006,515215
Ujjain,NA,NA,NA,2007,23.18239,75.77643,116.584,NA,1/1/2007,515215
Ujjain,NA,NA,NA,2008,23.18239,75.77643,116.584,NA,1/1/2008,515215
Ujjain,NA,NA,NA,2009,23.18239,75.77643,116.584,NA,1/1/2009,515215
Ujjain,NA,NA,177.3536,2010,23.18239,75.77643,116.584,177.3536,1/1/2010,515215
Ujjain,NA,NA,198.7898,2011,23.18239,75.77643,116.584,198.7898,1/1/2011,515215
Ujjain,NA,NA,NA,2012,23.18239,75.77643,116.584,NA,1/1/2012,515215
Ujjain,NA,NA,NA,2013,23.18239,75.77643,116.584,NA,1/1/2013,515215
Ujjain,NA,NA,NA,2014,23.18239,75.77643,116.584,NA,1/1/2014,515215
Ujjain,NA,NA,NA,2015,23.18239,75.77643,116.584,NA,1/1/2015,515215
Dewas,NA,NA,NA,2006,25.46358,86.02359,116.584,NA,1/1/2006,289438
Dewas,NA,NA,NA,2007,25.46358,86.02359,116.584,NA,1/1/2007,289438
Dewas,NA,NA,NA,2008,25.46358,86.02359,116.584,NA,1/1/2008,289438
Dewas,NA,NA,NA,2009,25.46358,86.02359,116.584,NA,1/1/2009,289438
Dewas,NA,NA,215.3718,2010,25.46358,86.02359,116.584,215.3718,1/1/2010,289438
Dewas,20.08621,26.03448,222.375,2011,25.46358,86.02359,116.584,89.49856,1/1/2011,289438
Dewas,NA,NA,NA,2012,25.46358,86.02359,116.584,NA,1/1/2012,289438
Dewas,NA,NA,NA,2013,25.46358,86.02359,116.584,NA,1/1/2013,289438
Dewas,NA,NA,NA,2014,25.46358,86.02359,116.584,NA,1/1/2014,289438
Dewas,NA,NA,NA,2015,25.46358,86.02359,116.584,NA,1/1/2015,289438
Khajuraho,NA,NA,84.6875,2006,24.85,79.9333,116.584,84.6875,1/1/2006,0
Sagar,7.165385,9.238462,191.8462,2006,21.63933,88.07742,116.584,69.41667,1/1/2006,273357
Sagar,NA,NA,NA,2007,21.63933,88.07742,116.584,NA,1/1/2007,273357
Sagar,NA,NA,NA,2008,21.63933,88.07742,116.584,NA,1/1/2008,273357
Sagar,NA,NA,NA,2009,21.63933,88.07742,116.584,NA,1/1/2009,273357
Sagar,3.652778,17.11806,267.6944,2010,21.63933,88.07742,116.584,96.15509,1/1/2010,273357
Sagar,NA,NA,NA,2011,21.63933,88.07742,116.584,NA,1/1/2011,273357
Sagar,NA,NA,NA,2012,21.63933,88.07742,116.584,NA,1/1/2012,273357
Sagar,2.234568,14.67901,NA,2014,21.63933,88.07742,116.584,8.45679,1/1/2014,273357
Sagar,NA,NA,NA,2015,21.63933,88.07742,116.584,NA,1/1/2015,273357
Singrauli,NA,NA,321.4787,2006,24.19973,82.67535,116.584,321.4787,1/1/2006,220295
Singrauli,NA,NA,NA,2007,24.19973,82.67535,116.584,NA,1/1/2007,220295
Singrauli,NA,NA,NA,2008,24.19973,82.67535,116.584,NA,1/1/2008,220295
Singrauli,NA,NA,NA,2009,24.19973,82.67535,116.584,NA,1/1/2009,220295
Singrauli,15.13333,18.93778,267.4889,2010,24.19973,82.67535,116.584,100.52,1/1/2010,220295
Singrauli,23.55,25.4,NA,2012,24.19973,82.67535,116.584,24.475,1/1/2012,220295
Singrauli,13.16327,18.26531,NA,2015,24.19973,82.67535,116.584,15.71429,1/1/2015,220295
Chhindwara,NA,NA,NA,2015,23.04179,79.48311,116.584,NA,1/1/2015,138266
Amlai,NA,NA,NA,2015,27.24632,88.45575,116.584,NA,1/1/2015,0
Pithampur,NA,NA,NA,2015,22.60197,75.69649,116.584,NA,1/1/2015,126099
Pune,NA,19.95556,NA,1987,18.51327,73.84985,116.584,19.95556,1/1/1987,3115431
Pune,7.170833,32.6,NA,1988,18.51327,73.84985,116.584,19.88542,1/1/1988,3115431
Pune,9.58,39.86,NA,1989,18.51327,73.84985,116.584,24.72,1/1/1989,3115431
Pune,14.2525,37.0225,220.625,1990,18.51327,73.84985,116.584,90.63333,1/1/1990,3115431
Pune,NA,NA,NA,1991,18.51327,73.84985,116.584,NA,1/1/1991,3115431
Pune,22.1,45.95,NA,1992,18.51327,73.84985,116.584,34.025,1/1/1992,3115431
Pune,27.4875,38.3875,NA,1993,18.51327,73.84985,116.584,32.9375,1/1/1993,3115431
Pune,22.6,29.06667,136.1667,1994,18.51327,73.84985,116.584,62.61111,1/1/1994,3115431
Pune,21.22273,22.19545,134.3182,1995,18.51327,73.84985,116.584,59.24545,1/1/1995,3115431
Pune,43.08,47.43333,217.7333,1996,18.51327,73.84985,116.584,102.7489,1/1/1996,3115431
Pune,54,62.25833,298.75,1997,18.51327,73.84985,116.584,138.3361,1/1/1997,3115431
Pune,49.42692,58.77308,334.5,1998,18.51327,73.84985,116.584,147.5667,1/1/1998,3115431
Pune,39.10294,53.04412,165.6765,1999,18.51327,73.84985,116.584,85.94118,1/1/1999,3115431
Pune,43.85882,58.85294,130.7941,2000,18.51327,73.84985,116.584,77.83529,1/1/2000,3115431
Pune,43.52222,75.41111,157.0278,2001,18.51327,73.84985,116.584,91.98704,1/1/2001,3115431
Pune,41.25278,71.89167,234.7778,2002,18.51327,73.84985,116.584,115.9741,1/1/2002,3115431
Pune,29.86928,46.77451,143.8235,2004,18.51327,73.84985,116.584,73.48911,1/1/2004,3115431
Pune,23.57512,34.48469,216.0957,2005,18.51327,73.84985,116.584,91.38517,1/1/2005,3115431
Pune,25.23368,41.64742,257.3471,2006,18.51327,73.84985,116.584,108.0761,1/1/2006,3115431
Pune,NA,NA,NA,2007,18.51327,73.84985,116.584,NA,1/1/2007,3115431
Pune,NA,NA,265.1579,2008,18.51327,73.84985,116.584,265.1579,1/1/2008,3115431
Pune,24.88088,40.00721,225.2194,2009,18.51327,73.84985,116.584,96.70251,1/1/2009,3115431
Pune,NA,NA,199.8854,2010,18.51327,73.84985,116.584,199.8854,1/1/2010,3115431
Pune,31.69024,57.80488,NA,2011,18.51327,73.84985,116.584,44.74756,1/1/2011,3115431
Pune,22.39478,45.57586,NA,2012,18.51327,73.84985,116.584,33.98532,1/1/2012,3115431
Pune,NA,NA,NA,2013,18.51327,73.84985,116.584,NA,1/1/2013,3115431
Pune,22.78061,43.03061,NA,2014,18.51327,73.84985,116.584,32.90561,1/1/2014,3115431
Pune,23.53409,56.80682,NA,2015,18.51327,73.84985,116.584,40.17045,1/1/2015,3115431
Bombay,39.7625,29.06563,NA,1990,19.01667,72.81667,116.584,34.41406,1/1/1990,18410000
Bombay,24.58056,27.35278,NA,1991,19.01667,72.81667,116.584,25.96667,1/1/1991,18410000
Bombay,18.39444,32.65,NA,1992,19.01667,72.81667,116.584,25.52222,1/1/1992,18410000
Bombay,24.59167,32.90833,NA,1993,19.01667,72.81667,116.584,28.75,1/1/1993,18410000
Bombay,30.79643,38.99286,235.3929,1994,19.01667,72.81667,116.584,101.7274,1/1/1994,18410000
Bombay,31.14167,33.10556,246.4444,1995,19.01667,72.81667,116.584,103.5639,1/1/1995,18410000
Bombay,18.45556,35.34444,211.1111,1996,19.01667,72.81667,116.584,88.3037,1/1/1996,18410000
Bombay,25.20278,34.4,298.9722,1997,19.01667,72.81667,116.584,119.525,1/1/1997,18410000
Bombay,17.96667,23.0303,234.697,1998,19.01667,72.81667,116.584,91.89798,1/1/1998,18410000
Bombay,17.31944,33.7,256.0833,1999,19.01667,72.81667,116.584,102.3676,1/1/1999,18410000
Bombay,9.847222,29.33333,250.8333,2000,19.01667,72.81667,116.584,96.6713,1/1/2000,18410000
Bombay,11.73611,27.15278,237.75,2001,19.01667,72.81667,116.584,92.21296,1/1/2001,18410000
Bombay,9.102778,17.29167,168.4167,2002,19.01667,72.81667,116.584,64.93704,1/1/2002,18410000
Nagpur,10.06829,23.34878,NA,1990,29.65644,75.42146,116.584,16.70854,1/1/1990,2405421
Nagpur,8.739241,16.5519,NA,1991,29.65644,75.42146,116.584,12.64557,1/1/1991,2405421
Nagpur,11.89643,17.59643,NA,1992,29.65644,75.42146,116.584,14.74643,1/1/1992,2405421
Nagpur,7.895833,14.75556,NA,1993,29.65644,75.42146,116.584,11.32569,1/1/1993,2405421
Nagpur,6.926667,13.92222,165.4222,1994,29.65644,75.42146,116.584,62.09037,1/1/1994,2405421
Nagpur,8.142029,14.02464,NA,1995,29.65644,75.42146,116.584,11.08333,1/1/1995,2405421
Nagpur,8.021739,16.31014,188.1739,1996,29.65644,75.42146,116.584,70.83527,1/1/1996,2405421
Nagpur,8.554167,18.21111,143.625,1997,29.65644,75.42146,116.584,56.79676,1/1/1997,2405421
Nagpur,7.004545,15.76364,153.1667,1998,29.65644,75.42146,116.584,58.64495,1/1/1998,2405421
Nagpur,6.986567,20.79552,178.1791,1999,29.65644,75.42146,116.584,68.65373,1/1/1999,2405421
Nagpur,7.295714,20.72571,164.3857,2000,29.65644,75.42146,116.584,64.13571,1/1/2000,2405421
Nagpur,8.560294,18.34265,209.3529,2001,29.65644,75.42146,116.584,78.75196,1/1/2001,2405421
Nagpur,8.529167,16.06806,232.9722,2002,29.65644,75.42146,116.584,85.85648,1/1/2002,2405421
Nagpur,NA,NA,NA,2003,29.65644,75.42146,116.584,NA,1/1/2003,2405421
Nagpur,9.315842,20.70396,200.8373,2004,29.65644,75.42146,116.584,76.95237,1/1/2004,2405421
Nagpur,NA,NA,NA,2005,29.65644,75.42146,116.584,NA,1/1/2005,2405421
Nagpur,NA,NA,NA,2006,29.65644,75.42146,116.584,NA,1/1/2006,2405421
Nagpur,NA,NA,NA,2007,29.65644,75.42146,116.584,NA,1/1/2007,2405421
Nagpur,NA,NA,NA,2008,29.65644,75.42146,116.584,NA,1/1/2008,2405421
Nagpur,NA,NA,NA,2009,29.65644,75.42146,116.584,NA,1/1/2009,2405421
Nagpur,NA,NA,NA,2010,29.65644,75.42146,116.584,NA,1/1/2010,2405421
Nagpur,NA,NA,NA,2011,29.65644,75.42146,116.584,NA,1/1/2011,2405421
Nagpur,NA,NA,NA,2012,29.65644,75.42146,116.584,NA,1/1/2012,2405421
Nagpur,NA,NA,NA,2013,29.65644,75.42146,116.584,NA,1/1/2013,2405421
Nagpur,10.08511,29.02291,NA,2014,29.65644,75.42146,116.584,19.55401,1/1/2014,2405421
Nagpur,NA,NA,NA,2015,29.65644,75.42146,116.584,NA,1/1/2015,2405421
Chandarpur,14.7,38.325,NA,1992,23.57675,83.61069,116.584,26.5125,1/1/1992,320379
Chandarpur,NA,NA,179.875,1994,23.57675,83.61069,116.584,179.875,1/1/1994,320379
Chandarpur,10.25833,22.10833,111.5,1996,23.57675,83.61069,116.584,47.95556,1/1/1996,320379
Chandarpur,18.85556,29,125.4444,1997,23.57675,83.61069,116.584,57.76667,1/1/1997,320379
Chandarpur,NA,NA,171.0833,1998,23.57675,83.61069,116.584,171.0833,1/1/1998,320379
Chandarpur,18.02727,28.25455,181.4545,1999,23.57675,83.61069,116.584,75.91212,1/1/1999,320379
Chandarpur,12.875,24.99167,144.6667,2000,23.57675,83.61069,116.584,60.84444,1/1/2000,320379
Chandarpur,11.36667,25.05,161.1667,2001,23.57675,83.61069,116.584,65.86111,1/1/2001,320379
Chandarpur,9.233333,25.43333,NA,2002,23.57675,83.61069,116.584,17.33333,1/1/2002,320379
Aurangabad,11.45,14.1,135,1993,28.50215,77.95859,116.584,53.51667,1/1/1993,1171330
Aurangabad,19.67273,18.67727,149.6818,1994,28.50215,77.95859,116.584,62.67727,1/1/1994,1171330
Aurangabad,NA,NA,NA,2010,28.50215,77.95859,116.584,NA,1/1/2010,1171330
Aurangabad,NA,NA,NA,2011,28.50215,77.95859,116.584,NA,1/1/2011,1171330
Aurangabad,9.461538,31.92628,NA,2012,28.50215,77.95859,116.584,20.69391,1/1/2012,1171330
Aurangabad,NA,NA,NA,2013,28.50215,77.95859,116.584,NA,1/1/2013,1171330
Aurangabad,11.77228,38.62706,NA,2014,28.50215,77.95859,116.584,25.19967,1/1/2014,1171330
Aurangabad,NA,NA,NA,2015,28.50215,77.95859,116.584,NA,1/1/2015,1171330
Chandrapur,NA,NA,171.6,1994,19.60054,83.88152,116.584,171.6,1/1/1994,321036
Chandrapur,18.10417,38.41667,105.4583,1996,19.60054,83.88152,116.584,53.99306,1/1/1996,321036
Chandrapur,34.09583,54.80417,113.6667,1997,19.60054,83.88152,116.584,67.52222,1/1/1997,321036
Chandrapur,NA,NA,156.6667,1998,19.60054,83.88152,116.584,156.6667,1/1/1998,321036
Chandrapur,33.31739,53.78696,153.4783,1999,19.60054,83.88152,116.584,80.1942,1/1/1999,321036
Chandrapur,29.03333,51.95417,146.75,2000,19.60054,83.88152,116.584,75.9125,1/1/2000,321036
Chandrapur,26.425,51.71667,172.5,2001,19.60054,83.88152,116.584,83.54722,1/1/2001,321036
Chandrapur,16.63333,41.3375,NA,2002,19.60054,83.88152,116.584,28.98542,1/1/2002,321036
Chandrapur,23.3171,33.66245,NA,2005,19.60054,83.88152,116.584,28.48978,1/1/2005,321036
Chandrapur,27.67559,35.80433,NA,2006,19.60054,83.88152,116.584,31.73996,1/1/2006,321036
Chandrapur,NA,NA,NA,2007,19.60054,83.88152,116.584,NA,1/1/2007,321036
Chandrapur,NA,NA,237.7791,2008,19.60054,83.88152,116.584,237.7791,1/1/2008,321036
Chandrapur,NA,NA,262.5045,2009,19.60054,83.88152,116.584,262.5045,1/1/2009,321036
Chandrapur,26.56202,27.19767,NA,2010,19.60054,83.88152,116.584,26.87984,1/1/2010,321036
Chandrapur,22.28547,27.65571,NA,2011,19.60054,83.88152,116.584,24.97059,1/1/2011,321036
Chandrapur,11.39655,18.80843,NA,2012,19.60054,83.88152,116.584,15.10249,1/1/2012,321036
Chandrapur,13.1805,22.09544,NA,2013,19.60054,83.88152,116.584,17.63797,1/1/2013,321036
Chandrapur,NA,27.78673,NA,2014,19.60054,83.88152,116.584,27.78673,1/1/2014,321036
Chandrapur,NA,19.60054,83.88152,Chandrapur,NA,19.60054,83.88152,51.74103,NA,321036
Chandrapur,NA,NA,NA,2015,19.60054,83.88152,116.584,NA,1/1/2015,321036
Nashik,14.8375,26.7125,132.7917,1994,19.99727,73.79096,116.584,58.11389,1/1/1994,1486973
Nashik,33.67619,29.47619,146.8095,1996,19.99727,73.79096,116.584,69.9873,1/1/1996,1486973
Nashik,38.46944,32.56944,177.75,1997,19.99727,73.79096,116.584,82.92963,1/1/1997,1486973
Nashik,37.71905,33.87619,158.2381,1998,19.99727,73.79096,116.584,76.61111,1/1/1998,1486973
Nashik,33.78056,25.69722,104.8056,1999,19.99727,73.79096,116.584,54.76111,1/1/1999,1486973
Nashik,31.89333,21.48333,95.46667,2000,19.99727,73.79096,116.584,49.61444,1/1/2000,1486973
Nashik,26.35833,21.14167,202.3056,2001,19.99727,73.79096,116.584,83.26852,1/1/2001,1486973
Nashik,25.78611,20.19444,142.0833,2002,19.99727,73.79096,116.584,62.68796,1/1/2002,1486973
Nashik,33.18482,27.71617,140.4455,2004,19.99727,73.79096,116.584,67.11551,1/1/2004,1486973
Nashik,35.87416,28.8047,NA,2005,19.99727,73.79096,116.584,32.33943,1/1/2005,1486973
Nashik,34.11223,27.41583,NA,2006,19.99727,73.79096,116.584,30.76403,1/1/2006,1486973
Nashik,42.95756,35.16785,98.26688,2007,19.99727,73.79096,116.584,58.79743,1/1/2007,1486973
Nashik,29.92425,25.21927,155.2724,2008,19.99727,73.79096,116.584,70.13865,1/1/2008,1486973
Nashik,22.95844,29.23604,163.8052,2009,19.99727,73.79096,116.584,71.99989,1/1/2009,1486973
Nashik,21.25641,25.34295,138.2115,2010,19.99727,73.79096,116.584,61.60363,1/1/2010,1486973
Nashik,25.03571,27.48352,NA,2011,19.99727,73.79096,116.584,26.25962,1/1/2011,1486973
Nashik,23.90032,26.88103,NA,2012,19.99727,73.79096,116.584,25.39068,1/1/2012,1486973
Nashik,27.75968,28.85161,NA,2013,19.99727,73.79096,116.584,28.30565,1/1/2013,1486973
Nashik,25.21635,26.29647,NA,2014,19.99727,73.79096,116.584,25.75641,1/1/2014,1486973
Nashik,15.53901,22.52482,NA,2015,19.99727,73.79096,116.584,19.03191,1/1/2015,1486973
Dombivli,54.5,21,NA,1994,19.21667,73.08333,116.584,37.75,1/1/1994,1247327
Dombivli,NA,NA,NA,1995,19.21667,73.08333,116.584,NA,1/1/1995,1247327
Dombivli,21.4875,24.975,183.25,1996,19.21667,73.08333,116.584,76.57083,1/1/1996,1247327
Dombivli,24.07917,23.7125,138,1997,19.21667,73.08333,116.584,61.93056,1/1/1997,1247327
Dombivli,42.01538,35.33077,NA,1998,19.21667,73.08333,116.584,38.67308,1/1/1998,1247327
Dombivli,33.01579,28.09474,NA,1999,19.21667,73.08333,116.584,30.55526,1/1/1999,1247327
Dombivli,37.48462,54.63077,NA,2000,19.21667,73.08333,116.584,46.05769,1/1/2000,1247327
Dombivli,51.71795,87.32479,NA,2012,19.21667,73.08333,116.584,69.52137,1/1/2012,1247327
Dombivli,25.46078,54.40686,NA,2013,19.21667,73.08333,116.584,39.93382,1/1/2013,1247327
Dombivli,40.14439,75.5615,NA,2014,19.21667,73.08333,116.584,57.85294,1/1/2014,1247327
Dombivli,20.41627,53.1244,NA,2015,19.21667,73.08333,116.584,36.77033,1/1/2015,1247327
Solapur,19.47083,46.69167,223.1667,1997,17.67152,75.91044,116.584,96.44306,1/1/1997,951118
Solapur,17.38333,45.18333,240.4583,1998,17.67152,75.91044,116.584,101.0083,1/1/1998,951118
Solapur,18.08333,46.10417,299.0833,1999,17.67152,75.91044,116.584,121.0903,1/1/1999,951118
Solapur,19.15,46.51667,394.0417,2000,17.67152,75.91044,116.584,153.2361,1/1/2000,951118
Solapur,19.59167,46.5875,407.5,2001,17.67152,75.91044,116.584,157.8931,1/1/2001,951118
Solapur,19.9125,47.0375,374.7917,2002,17.67152,75.91044,116.584,147.2472,1/1/2002,951118
Solapur,18.22435,40.54889,360.3108,2004,17.67152,75.91044,116.584,139.6947,1/1/2004,951118
Solapur,17.91327,38.58483,332.3175,2005,17.67152,75.91044,116.584,129.6052,1/1/2005,951118
Solapur,NA,NA,329.3541,2006,17.67152,75.91044,116.584,329.3541,1/1/2006,951118
Solapur,16.49623,34.15849,297.7783,2007,17.67152,75.91044,116.584,116.1443,1/1/2007,951118
Solapur,17.60335,35.20861,245.2536,2008,17.67152,75.91044,116.584,99.35518,1/1/2008,951118
Solapur,17.59474,35.84115,232.7895,2009,17.67152,75.91044,116.584,95.40845,1/1/2009,951118
Solapur,16.79343,35.12676,207.2702,2010,17.67152,75.91044,116.584,86.39679,1/1/2010,951118
Solapur,16.68269,34.92308,NA,2011,17.67152,75.91044,116.584,25.80288,1/1/2011,951118
Solapur,16.84211,35.39713,NA,2012,17.67152,75.91044,116.584,26.11962,1/1/2012,951118
Solapur,16.02747,34.91758,NA,2013,17.67152,75.91044,116.584,25.47253,1/1/2013,951118
Solapur,14.64904,34.10096,NA,2014,17.67152,75.91044,116.584,24.375,1/1/2014,951118
Solapur,NA,NA,NA,2015,17.67152,75.91044,116.584,NA,1/1/2015,951118
Thane,14.54242,32.58485,159.7273,1998,19.19704,72.96355,116.584,68.95152,1/1/1998,1818872
Thane,13.47222,26.18889,NA,1999,19.19704,72.96355,116.584,19.83056,1/1/1999,1818872
Thane,14.19167,21.51111,NA,2000,19.19704,72.96355,116.584,17.85139,1/1/2000,1818872
Thane,20.46667,18.54167,NA,2001,19.19704,72.96355,116.584,19.50417,1/1/2001,1818872
Thane,17.95,18.54722,NA,2002,19.19704,72.96355,116.584,18.24861,1/1/2002,1818872
Thane,8.335048,12.59775,NA,2004,19.19704,72.96355,116.584,10.4664,1/1/2004,1818872
Thane,NA,11.85396,NA,2005,19.19704,72.96355,116.584,11.85396,1/1/2005,1818872
Thane,NA,NA,NA,2006,19.19704,72.96355,116.584,NA,1/1/2006,1818872
Thane,NA,NA,NA,2007,19.19704,72.96355,116.584,NA,1/1/2007,1818872
Thane,NA,NA,NA,2008,19.19704,72.96355,116.584,NA,1/1/2008,1818872
Thane,NA,NA,NA,2009,19.19704,72.96355,116.584,NA,1/1/2009,1818872
Thane,NA,NA,NA,2010,19.19704,72.96355,116.584,NA,1/1/2010,1818872
Thane,NA,NA,NA,2011,19.19704,72.96355,116.584,NA,1/1/2011,1818872
Thane,19.6699,12.29773,NA,2012,19.19704,72.96355,116.584,15.98382,1/1/2012,1818872
Thane,17.19808,31.90096,NA,2013,19.19704,72.96355,116.584,24.54952,1/1/2013,1818872
Thane,17.64138,60.4,NA,2014,19.19704,72.96355,116.584,39.02069,1/1/2014,1818872
Thane,27.67846,58.29904,NA,2015,19.19704,72.96355,116.584,42.98875,1/1/2015,1818872
Mumbai,NA,NA,77.45437,2004,18.98781,72.83645,116.584,77.45437,1/1/2004,18410000
Mumbai,NA,NA,266.0478,2007,18.98781,72.83645,116.584,266.0478,1/1/2007,18410000
Mumbai,NA,NA,NA,2008,18.98781,72.83645,116.584,NA,1/1/2008,18410000
Mumbai,NA,40.91282,NA,2009,18.98781,72.83645,116.584,40.91282,1/1/2009,18410000
Mumbai,3.835821,19.75124,NA,2010,18.98781,72.83645,116.584,11.79353,1/1/2010,18410000
Mumbai,NA,34.36996,NA,2011,18.98781,72.83645,116.584,34.36996,1/1/2011,18410000
Mumbai,4.849372,20.83682,NA,2012,18.98781,72.83645,116.584,12.8431,1/1/2012,18410000
Mumbai,3.007519,13.11654,NA,2013,18.98781,72.83645,116.584,8.06203,1/1/2013,18410000
Mumbai,4.008439,NA,NA,2014,18.98781,72.83645,116.584,4.008439,1/1/2014,18410000
Mumbai,4.203704,24.69753,NA,2015,18.98781,72.83645,116.584,14.45062,1/1/2015,18410000
Aurangabad (MS),9.544,26.656,NA,2005,19.90105,75.35248,116.584,18.1,1/1/2005,0
Aurangabad (MS),NA,NA,NA,2006,19.90105,75.35248,116.584,NA,1/1/2006,0
Aurangabad (MS),NA,NA,NA,2007,19.90105,75.35248,116.584,NA,1/1/2007,0
Aurangabad (MS),NA,NA,NA,2008,19.90105,75.35248,116.584,NA,1/1/2008,0
Aurangabad (MS),NA,NA,NA,2009,19.90105,75.35248,116.584,NA,1/1/2009,0
Greater Mumbai,NA,NA,NA,2005,19.076,72.8777,116.584,NA,1/1/2005,12478447
Greater Mumbai,NA,NA,NA,2006,19.076,72.8777,116.584,NA,1/1/2006,12478447
Greater Mumbai,NA,NA,NA,2007,19.076,72.8777,116.584,NA,1/1/2007,12478447
Greater Mumbai,37.63465,55.83465,NA,2008,19.076,72.8777,116.584,46.73465,1/1/2008,12478447
Kolhapur,NA,NA,NA,2005,16.69563,74.23167,116.584,NA,1/1/2005,549283
Kolhapur,8.486129,NA,NA,2006,16.69563,74.23167,116.584,8.486129,1/1/2006,549283
Kolhapur,NA,NA,NA,2007,16.69563,74.23167,116.584,NA,1/1/2007,549283
Kolhapur,NA,NA,NA,2008,16.69563,74.23167,116.584,NA,1/1/2008,549283
Kolhapur,NA,NA,209.5243,2009,16.69563,74.23167,116.584,209.5243,1/1/2009,549283
Kolhapur,NA,NA,207.1898,2010,16.69563,74.23167,116.584,207.1898,1/1/2010,549283
Kolhapur,16.38658,21.52396,NA,2011,16.69563,74.23167,116.584,18.95527,1/1/2011,549283
Kolhapur,20.08974,28.66667,NA,2012,16.69563,74.23167,116.584,24.37821,1/1/2012,549283
Kolhapur,NA,NA,NA,2013,16.69563,74.23167,116.584,NA,1/1/2013,549283
Kolhapur,NA,NA,NA,2014,16.69563,74.23167,116.584,NA,1/1/2014,549283
Kolhapur,NA,NA,NA,2015,16.69563,74.23167,116.584,NA,1/1/2015,549283
