city,so2,no2,spm,year,lat,lng,radius,avg,date,pop
Panaji,NA,NA,104.8235294,2005,15.498289,73.824541,116.5840132,104.8235294,1/1/2005,40071
Panaji,NA,NA,NA,2006,15.498289,73.824541,116.5840132,NA,1/1/2006,40071
Panaji,NA,NA,105.3267327,2007,15.498289,73.824541,116.5840132,105.3267327,1/1/2007,40071
Panaji,NA,16.74,180.4,2008,15.498289,73.824541,116.5840132,98.57,1/1/2008,40071
Panaji,NA,NA,141.3142857,2009,15.498289,73.824541,116.5840132,141.3142857,1/1/2009,40071
Panaji,NA,NA,NA,2010,15.498289,73.824541,116.5840132,NA,1/1/2010,40071
Panaji,NA,NA,NA,2011,15.498289,73.824541,116.5840132,NA,1/1/2011,40071
Panaji,5.314285714,15.11428571,NA,2012,15.498289,73.824541,116.5840132,10.21428571,1/1/2012,40071
Panaji,NA,NA,NA,2013,15.498289,73.824541,116.5840132,NA,1/1/2013,40071
Panaji,3.048780488,7.56097561,NA,2014,15.498289,73.824541,116.5840132,5.304878049,1/1/2014,40071
Panaji,NA,NA,NA,2015,15.498289,73.824541,116.5840132,NA,1/1/2015,40071
Mormugao,NA,NA,83,2006,15.40488,73.79543,116.5840132,83,1/1/2006,101326
Mormugao,NA,NA,NA,2007,15.40488,73.79543,116.5840132,NA,1/1/2007,101326
Mormugao,NA,12.85555556,177.4444444,2008,15.40488,73.79543,116.5840132,95.14999998,1/1/2008,101326
Mormugao,NA,NA,145.24,2009,15.40488,73.79543,116.5840132,145.24,1/1/2009,101326
Amona,10.62365591,16.34408602,29.14645161,2011,23.14673,76.25103,116.5840132,18.70473118,1/1/2011,1907
Amona,NA,NA,22.84116505,2013,23.14673,76.25103,116.5840132,22.84116505,1/1/2013,1907
Amona,3.951456311,8.601941748,NA,2015,23.14673,76.25103,116.5840132,6.27669903,1/1/2015,1907
Assanora,NA,NA,31.33234043,2011,28.63243,77.21879,116.5840132,31.33234043,1/1/2011,3870
Assanora,NA,NA,22.22564356,2013,28.63243,77.21879,116.5840132,22.22564356,1/1/2013,3870
Assanora,3.902912621,8.699029126,NA,2015,28.63243,77.21879,116.5840132,6.300970874,1/1/2015,3870
Bicholim,9.904255319,16.11702128,35.29521277,2011,15.5875,73.950302,116.5840132,20.43882979,1/1/2011,16186
Bicholim,NA,NA,23.80865385,2013,15.5875,73.950302,116.5840132,23.80865385,1/1/2013,16186
Bicholim,3.854368932,8.72815534,NA,2015,15.5875,73.950302,116.5840132,6.291262136,1/1/2015,16186
Codli,9.894736842,16.13684211,29.00778947,2011,15.357,74.1357,116.5840132,18.34645614,1/1/2011,3801
Codli,NA,NA,20.54407767,2013,15.357,74.1357,116.5840132,20.54407767,1/1/2013,3801
Codli,3.766990291,8.495145631,NA,2015,15.357,74.1357,116.5840132,6.131067961,1/1/2015,3801
Curchorem,6.582524272,NA,NA,2011,15.26349,74.10875,116.5840132,6.582524272,1/1/2011,22730
Curchorem,NA,NA,26.31168317,2013,15.26349,74.10875,116.5840132,26.31168317,1/1/2013,22730
Curchorem,3.834951456,8.786407767,NA,2015,15.26349,74.10875,116.5840132,6.310679612,1/1/2015,22730
Honda,11.69791667,17.57291667,39.23875,2011,15.50462,74.05235,116.5840132,22.83652778,1/1/2011,0
Honda,NA,NA,23.51594059,2013,15.50462,74.05235,116.5840132,23.51594059,1/1/2013,0
Honda,3.844660194,8.59223301,NA,2015,15.50462,74.05235,116.5840132,6.218446602,1/1/2015,0
Usgao,15.02,15.17,53.3555,2011,15.43333,74.06667,116.5840132,27.8485,1/1/2011,22664
Usgao,NA,NA,23.4038835,2013,15.43333,74.06667,116.5840132,23.4038835,1/1/2013,22664
Usgao,3.81372549,8.568627451,NA,2015,15.43333,74.06667,116.5840132,6.191176471,1/1/2015,22664
Kundaim,NA,NA,22.75576923,2013,15.47589,73.948448,116.5840132,22.75576923,1/1/2013,3859
Kundaim,3.970873786,9.485436893,NA,2015,15.47589,73.948448,116.5840132,6.72815534,1/1/2015,3859
Mapusa,10.31,12.47,NA,2013,15.600227,73.8125,116.5840132,11.39,1/1/2013,39989
Mapusa,7.019047619,NA,NA,2015,15.600227,73.8125,116.5840132,7.019047619,1/1/2015,39989
Margao,NA,NA,24.02692308,2013,15.28051,73.996559,116.5840132,24.02692308,1/1/2013,87650
Margao,3.990291262,8.796116505,NA,2015,15.28051,73.996559,116.5840132,6.393203884,1/1/2015,87650
Sanguem,NA,NA,23.01,2013,15.22901,74.15149,116.5840132,23.01,1/1/2013,6158
Sanguem,3.834951456,8.611650485,NA,2015,15.22901,74.15149,116.5840132,6.223300971,1/1/2015,6158
Tilamol,NA,NA,NA,2013,15.12391,74.186279,116.5840132,NA,1/1/2013,1257
Tilamol,4,8.805825243,NA,2015,15.12391,74.186279,116.5840132,6.402912622,1/1/2015,1257
Cuncolim,3.883495146,8.631067961,NA,2015,15.1773,73.99392,116.5840132,6.257281554,1/1/2015,16623
Baroda,18.70847458,29.56440678,235.3050847,1987,27.48432,76.86953,116.5840132,94.52598869,1/1/1987,2175000
Baroda,17.01166667,31.58,258.25,1988,27.48432,76.86953,116.5840132,102.2805556,1/1/1988,2175000
Baroda,19.88571429,15.0375,321.8035714,1989,27.48432,76.86953,116.5840132,118.9089286,1/1/1989,2175000
Baroda,9.505454545,13.03272727,295.2181818,1990,27.48432,76.86953,116.5840132,105.9187879,1/1/1990,2175000
Baroda,13.82666667,20.27777778,351.3777778,1991,27.48432,76.86953,116.5840132,128.4940741,1/1/1991,2175000
Baroda,16.33333333,30.80952381,280.3333333,1992,27.48432,76.86953,116.5840132,109.1587301,1/1/1992,2175000
Baroda,26.23333333,20.58055556,NA,1993,27.48432,76.86953,116.5840132,23.40694445,1/1/1993,2175000
Baroda,47.51666667,18.67222222,334.1111111,1994,27.48432,76.86953,116.5840132,133.4333333,1/1/1994,2175000
Baroda,69.16944444,18.90833333,276.9166667,1995,27.48432,76.86953,116.5840132,121.6648148,1/1/1995,2175000
Baroda,67.81111111,18.18888889,234.1388889,1996,27.48432,76.86953,116.5840132,106.712963,1/1/1996,2175000
Baroda,38.81111111,11.87777778,294.7777778,1997,27.48432,76.86953,116.5840132,115.1555556,1/1/1997,2175000
Baroda,43.18333333,90.4,NA,1999,27.48432,76.86953,116.5840132,66.79166667,1/1/1999,2175000
Baroda,21.52,26.74666667,272.8666667,2002,27.48432,76.86953,116.5840132,107.0444445,1/1/2002,2175000
Baroda,18.91346154,29.04807692,273.1875,2004,27.48432,76.86953,116.5840132,107.0496795,1/1/2004,2175000
Surat,13.26666667,15.98333333,310.0833333,1987,21.02725,72.65573,116.5840132,113.1111111,1/1/1987,4462002
Surat,20.43333333,33.35454545,283.1818182,1988,21.02725,72.65573,116.5840132,112.3232323,1/1/1988,4462002
Surat,23.7475,36.1,225.85,1989,21.02725,72.65573,116.5840132,95.2325,1/1/1989,4462002
Surat,25.24791667,39.50833333,231.25,1990,21.02725,72.65573,116.5840132,98.66875,1/1/1990,4462002
Surat,19.84864865,23.25405405,282.4594595,1991,21.02725,72.65573,116.5840132,108.5207207,1/1/1991,4462002
Surat,25.70769231,57.63846154,196.6410256,1992,21.02725,72.65573,116.5840132,93.32905982,1/1/1992,4462002
Surat,53.05333333,34.96,NA,1993,21.02725,72.65573,116.5840132,44.00666667,1/1/1993,4462002
Surat,44.58611111,14.51666667,512.5,1994,21.02725,72.65573,116.5840132,190.5342593,1/1/1994,4462002
Surat,85.45277778,31.36666667,275.8333333,1995,21.02725,72.65573,116.5840132,130.8842593,1/1/1995,4462002
Surat,51.46666667,18.13611111,248.25,1996,21.02725,72.65573,116.5840132,105.9509259,1/1/1996,4462002
Surat,34.45555556,12.08888889,257.1111111,1997,21.02725,72.65573,116.5840132,101.2185185,1/1/1997,4462002
Surat,33.51333333,41.38666667,270.4,1999,21.02725,72.65573,116.5840132,115.1,1/1/1999,4462002
Surat,20.06428571,25.96428571,209.7857143,2002,21.02725,72.65573,116.5840132,85.27142857,1/1/2002,4462002
Surat,22.2926045,30.57877814,157.5401929,2004,21.02725,72.65573,116.5840132,70.13719185,1/1/2004,4462002
Surat,20.43261649,25.99749104,187.0071685,2005,21.02725,72.65573,116.5840132,77.81242534,1/1/2005,4462002
Surat,23.43729508,30.42704918,169.4918033,2006,21.02725,72.65573,116.5840132,74.45204919,1/1/2006,4462002
Surat,19.59235669,27.42547771,182.8566879,2007,21.02725,72.65573,116.5840132,76.62484077,1/1/2007,4462002
Surat,17.27806452,24.22129032,172.7,2008,21.02725,72.65573,116.5840132,71.39978495,1/1/2008,4462002
Surat,18.64705882,NA,182.8408304,2009,21.02725,72.65573,116.5840132,100.7439446,1/1/2009,4462002
Surat,16.5621118,24.06521739,NA,2010,21.02725,72.65573,116.5840132,20.3136646,1/1/2010,4462002
Surat,16.99358974,26.17948718,NA,2011,21.02725,72.65573,116.5840132,21.58653846,1/1/2011,4462002
Surat,18.1969697,27.82575758,NA,2012,21.02725,72.65573,116.5840132,23.01136364,1/1/2012,4462002
Surat,12.76029963,19.69662921,NA,2013,21.02725,72.65573,116.5840132,16.22846442,1/1/2013,4462002
Surat,14.53431373,19.7254902,NA,2014,21.02725,72.65573,116.5840132,17.12990197,1/1/2014,4462002
Surat,13.70833333,20.26388889,NA,2015,21.02725,72.65573,116.5840132,16.98611111,1/1/2015,4462002
Ahmedabad,26.47115385,41.41346154,295.4230769,1989,23.0333,72.6166,116.5840132,121.1025641,1/1/1989,5571000
Ahmedabad,NA,NA,NA,1990,23.0333,72.6166,116.5840132,NA,1/1/1990,5571000
Ahmedabad,24.05697674,26.75,NA,1991,23.0333,72.6166,116.5840132,25.40348837,1/1/1991,5571000
Ahmedabad,17.77833333,30.10666667,NA,1992,23.0333,72.6166,116.5840132,23.9425,1/1/1992,5571000
Ahmedabad,20.41388889,17.67361111,NA,1993,23.0333,72.6166,116.5840132,19.04375,1/1/1993,5571000
Ahmedabad,25.48833333,21.33666667,268.3333333,1994,23.0333,72.6166,116.5840132,105.0527778,1/1/1994,5571000
Ahmedabad,28.39444444,17.63333333,227.0277778,1995,23.0333,72.6166,116.5840132,91.01851852,1/1/1995,5571000
Ahmedabad,22.87428571,14.89571429,246.6714286,1996,23.0333,72.6166,116.5840132,94.81380953,1/1/1996,5571000
Ahmedabad,16.71111111,20.25333333,235.8444444,1997,23.0333,72.6166,116.5840132,90.93629628,1/1/1997,5571000
Ahmedabad,11.83055556,32.67222222,317.3333333,1998,23.0333,72.6166,116.5840132,120.612037,1/1/1998,5571000
Ahmedabad,12.31944444,32.88888889,349.1111111,1999,23.0333,72.6166,116.5840132,131.4398148,1/1/1999,5571000
Ahmedabad,8.475,28.72777778,392.8888889,2000,23.0333,72.6166,116.5840132,143.3638889,1/1/2000,5571000
Ahmedabad,10.29444444,39.37222222,358.5277778,2001,23.0333,72.6166,116.5840132,136.0648148,1/1/2001,5571000
Ahmedabad,10.8745098,34.40588235,237.5294118,2002,23.0333,72.6166,116.5840132,94.26993465,1/1/2002,5571000
Ahmedabad,16.52057692,24.88211538,255.2755769,2004,23.0333,72.6166,116.5840132,98.8927564,1/1/2004,5571000
Ahmedabad,13.06345291,26.08340807,NA,2005,23.0333,72.6166,116.5840132,19.57343049,1/1/2005,5571000
Ahmedabad,NA,NA,NA,2006,23.0333,72.6166,116.5840132,NA,1/1/2006,5571000
Ahmedabad,NA,NA,219.3218589,2007,23.0333,72.6166,116.5840132,219.3218589,1/1/2007,5571000
Ahmedabad,NA,NA,NA,2008,23.0333,72.6166,116.5840132,NA,1/1/2008,5571000
Ahmedabad,NA,NA,211.0176367,2009,23.0333,72.6166,116.5840132,211.0176367,1/1/2009,5571000
Ahmedabad,15.48392283,20.74276527,NA,2010,23.0333,72.6166,116.5840132,18.11334405,1/1/2010,5571000
Ahmedabad,NA,NA,NA,2011,23.0333,72.6166,116.5840132,NA,1/1/2011,5571000
Ahmedabad,11.94488189,23.44094488,NA,2012,23.0333,72.6166,116.5840132,17.69291339,1/1/2012,5571000
Ahmedabad,12.28780488,17.0902439,26.29268293,2013,23.0333,72.6166,116.5840132,18.55691057,1/1/2013,5571000
Ahmedabad,13.44152156,19.7336194,NA,2014,23.0333,72.6166,116.5840132,16.58757048,1/1/2014,5571000
Ahmedabad,13.23043478,20.84782609,NA,2015,23.0333,72.6166,116.5840132,17.03913044,1/1/2015,5571000
Vapi,39.76153846,29.11538462,273.9230769,1991,20.37175,72.90493,116.5840132,114.2666667,1/1/1991,163630
Vapi,NA,NA,172.3,1992,20.37175,72.90493,116.5840132,172.3,1/1/1992,163630
Vapi,NA,NA,NA,1993,20.37175,72.90493,116.5840132,NA,1/1/1993,163630
Vapi,24.025,31.825,173.55,1994,20.37175,72.90493,116.5840132,76.46666667,1/1/1994,163630
Vapi,39.5375,38.5375,123.4583333,1995,20.37175,72.90493,116.5840132,67.17777777,1/1/1995,163630
Vapi,52.99166667,39.99166667,171.875,1996,20.37175,72.90493,116.5840132,88.28611111,1/1/1996,163630
Vapi,40,42.56666667,314.1666667,1997,20.37175,72.90493,116.5840132,132.2444445,1/1/1997,163630
Vapi,66.99,39.05,316.7,1999,20.37175,72.90493,116.5840132,140.9133333,1/1/1999,163630
Vapi,24.85,36.83,231.9,2002,20.37175,72.90493,116.5840132,97.86,1/1/2002,163630
Vapi,21.80336538,33.02745192,172.4807692,2004,20.37175,72.90493,116.5840132,75.77052883,1/1/2004,163630
Vapi,25.01666667,39.62795699,193.2096774,2005,20.37175,72.90493,116.5840132,85.95143369,1/1/2005,163630
Vapi,23.26149068,31.69937888,155.5403727,2006,20.37175,72.90493,116.5840132,70.16708075,1/1/2006,163630
Vapi,22.17725118,29.52890995,143.1137441,2007,20.37175,72.90493,116.5840132,64.93996841,1/1/2007,163630
Vapi,16.54881517,23.28767773,157.3649289,2008,20.37175,72.90493,116.5840132,65.73380727,1/1/2008,163630
Vapi,16.2188172,23.70322581,157.1129032,2009,20.37175,72.90493,116.5840132,65.6783154,1/1/2009,163630
Vapi,15.53365385,23.64423077,NA,2010,20.37175,72.90493,116.5840132,19.58894231,1/1/2010,163630
Vapi,16.03846154,24.84615385,NA,2011,20.37175,72.90493,116.5840132,20.4423077,1/1/2011,163630
Vapi,19.47727273,30.01136364,NA,2012,20.37175,72.90493,116.5840132,24.74431819,1/1/2012,163630
Vapi,12.93877551,20.01071429,28.79591837,2013,20.37175,72.90493,116.5840132,20.58180272,1/1/2013,163630
Vapi,14.48062016,20.01550388,NA,2014,20.37175,72.90493,116.5840132,17.24806202,1/1/2014,163630
Vapi,13.39583333,20.52083333,NA,2015,20.37175,72.90493,116.5840132,16.95833333,1/1/2015,163630
Ankleshwar,31.28333333,20.16666667,NA,1993,21.63236,72.99001,116.5840132,25.725,1/1/1993,140839
Ankleshwar,77.975,32.8625,360.5416667,1994,21.63236,72.99001,116.5840132,157.1263889,1/1/1994,140839
Ankleshwar,87.07916667,25.87083333,328.5833333,1995,21.63236,72.99001,116.5840132,147.1777778,1/1/1995,140839
Ankleshwar,87.975,34.32083333,183.2083333,1996,21.63236,72.99001,116.5840132,101.8347222,1/1/1996,140839
Ankleshwar,25.71666667,16.73333333,159.8333333,1997,21.63236,72.99001,116.5840132,67.42777777,1/1/1997,140839
Ankleshwar,51.7125,41.5375,261.75,1999,21.63236,72.99001,116.5840132,118.3333333,1/1/1999,140839
Ankleshwar,18.46,26.46,183.1,2002,21.63236,72.99001,116.5840132,76.00666667,1/1/2002,140839
Ankleshwar,23.31372549,30.18627451,158.4852941,2004,21.63236,72.99001,116.5840132,70.6617647,1/1/2004,140839
Ankleshwar,16.5,23.78846154,NA,2010,21.63236,72.99001,116.5840132,20.14423077,1/1/2010,140839
Ankleshwar,16.24519231,25.61538462,NA,2011,21.63236,72.99001,116.5840132,20.93028847,1/1/2011,140839
Ankleshwar,18.04545455,27.34090909,NA,2012,21.63236,72.99001,116.5840132,22.69318182,1/1/2012,140839
Ankleshwar,13.86904762,20.60119048,26.30952381,2013,21.63236,72.99001,116.5840132,20.25992064,1/1/2013,140839
Ankleshwar,15.20792079,21.42079208,NA,2014,21.63236,72.99001,116.5840132,18.31435644,1/1/2014,140839
Ankleshwar,15.02083333,21.375,NA,2015,21.63236,72.99001,116.5840132,18.19791667,1/1/2015,140839
Rajkot,18.97272727,5.809090909,NA,1993,22.29161,70.79322,116.5840132,12.39090909,1/1/1993,1286995
Rajkot,21.97727273,7.713636364,538.7272727,1994,22.29161,70.79322,116.5840132,189.4727273,1/1/1994,1286995
Rajkot,15.40416667,8.483333333,575.4583333,1995,22.29161,70.79322,116.5840132,199.7819444,1/1/1995,1286995
Rajkot,18.955,13.005,664.65,1996,22.29161,70.79322,116.5840132,232.2033333,1/1/1996,1286995
Rajkot,27.95,21.15,815.5,1997,22.29161,70.79322,116.5840132,288.2,1/1/1997,1286995
Rajkot,39.95,75.95,385,1999,22.29161,70.79322,116.5840132,166.9666667,1/1/1999,1286995
Rajkot,13.525,29.575,406.75,2002,22.29161,70.79322,116.5840132,149.95,1/1/2002,1286995
Rajkot,11.88571429,25.19047619,347.8095238,2004,22.29161,70.79322,116.5840132,128.2952381,1/1/2004,1286995
Rajkot,10.48372093,21.2372093,286.1937984,2005,22.29161,70.79322,116.5840132,105.9715762,1/1/2005,1286995
Rajkot,11.52874251,18.21497006,195.1077844,2006,22.29161,70.79322,116.5840132,74.95049899,1/1/2006,1286995
Rajkot,NA,NA,183.005102,2007,22.29161,70.79322,116.5840132,183.005102,1/1/2007,1286995
Rajkot,10.52961165,14.27621359,191.5873786,2008,22.29161,70.79322,116.5840132,72.13106795,1/1/2008,1286995
Rajkot,NA,NA,191.5706806,2009,22.29161,70.79322,116.5840132,191.5706806,1/1/2009,1286995
Rajkot,12.70673077,16.95192308,NA,2010,22.29161,70.79322,116.5840132,14.82932693,1/1/2010,1286995
Rajkot,13.35576923,17.91346154,NA,2011,22.29161,70.79322,116.5840132,15.63461539,1/1/2011,1286995
Rajkot,13.65909091,18.61363636,NA,2012,22.29161,70.79322,116.5840132,16.13636364,1/1/2012,1286995
Rajkot,11.64285714,16.80519481,28.11688312,2013,22.29161,70.79322,116.5840132,18.85497836,1/1/2013,1286995
Rajkot,13.03418803,18.97435897,NA,2014,22.29161,70.79322,116.5840132,16.0042735,1/1/2014,1286995
Rajkot,13.04166667,19.52083333,NA,2015,22.29161,70.79322,116.5840132,16.28125,1/1/2015,1286995
Bharuch,3.575,35.15,NA,1993,21.69482,72.9805,116.5840132,19.3625,1/1/1993,168729
Bharuch,5.370588235,25.86470588,NA,1994,21.69482,72.9805,116.5840132,15.61764706,1/1/1994,168729
Bharuch,5.65,11.4,183,1995,21.69482,72.9805,116.5840132,66.68333333,1/1/1995,168729
Bharuch,NA,NA,159.125,1996,21.69482,72.9805,116.5840132,159.125,1/1/1996,168729
Bharuch,NA,14.7875,102.7916667,1997,21.69482,72.9805,116.5840132,58.78958335,1/1/1997,168729
Bharuch,NA,17.13333333,159.5416667,1998,21.69482,72.9805,116.5840132,88.33750002,1/1/1998,168729
Bharuch,NA,NA,151.5,1999,21.69482,72.9805,116.5840132,151.5,1/1/1999,168729
Bharuch,NA,19.65416667,81.5,2000,21.69482,72.9805,116.5840132,50.57708334,1/1/2000,168729
Bharuch,NA,17.88181818,NA,2001,21.69482,72.9805,116.5840132,17.88181818,1/1/2001,168729
Bharuch,5.983333333,14.54583333,NA,2002,21.69482,72.9805,116.5840132,10.26458333,1/1/2002,168729
Bharuch,0,0,0.061538462,2003,21.69482,72.9805,116.5840132,0.020512821,1/1/2003,168729
Bharuch,13.41666667,20.79166667,NA,2015,21.69482,72.9805,116.5840132,17.10416667,1/1/2015,168729
Jamnagar,12.86,26.98,335.2,2002,22.47292,70.06673,116.5840132,125.0133333,1/1/2002,529308
Jamnagar,9.823809524,21.89904762,NA,2004,22.47292,70.06673,116.5840132,15.86142857,1/1/2004,529308
Jamnagar,9.495833333,21.91770833,232.0833333,2005,22.47292,70.06673,116.5840132,87.83229165,1/1/2005,529308
Jamnagar,11.19166667,23.29166667,168.6547619,2006,22.47292,70.06673,116.5840132,67.71269841,1/1/2006,529308
Jamnagar,NA,NA,188.7019231,2007,22.47292,70.06673,116.5840132,188.7019231,1/1/2007,529308
Jamnagar,9.768269231,26.45865385,174.7403846,2008,22.47292,70.06673,116.5840132,70.32243589,1/1/2008,529308
Jamnagar,13.61340206,27.49896907,193.6907216,2009,22.47292,70.06673,116.5840132,78.26769758,1/1/2009,529308
Jamnagar,12.48076923,26.93269231,NA,2010,22.47292,70.06673,116.5840132,19.70673077,1/1/2010,529308
Jamnagar,11.75,24.97115385,NA,2011,22.47292,70.06673,116.5840132,18.36057693,1/1/2011,529308
Jamnagar,11.70454545,24.72727273,NA,2012,22.47292,70.06673,116.5840132,18.21590909,1/1/2012,529308
Jamnagar,11.79220779,19.1038961,27.54545455,2013,22.47292,70.06673,116.5840132,19.48051948,1/1/2013,529308
Jamnagar,14.9420398,20.55223881,NA,2014,22.47292,70.06673,116.5840132,17.74713931,1/1/2014,529308
Jamnagar,12.95833333,19.875,NA,2015,22.47292,70.06673,116.5840132,16.41666667,1/1/2015,529308
Vadodara,11.17307692,18.88461538,169.4903846,2004,22.299405,73.208119,116.5840132,66.51602563,1/1/2004,1666703
Vadodara,NA,28.47213115,NA,2005,22.299405,73.208119,116.5840132,28.47213115,1/1/2005,1666703
Vadodara,NA,NA,NA,2006,22.299405,73.208119,116.5840132,NA,1/1/2006,1666703
Vadodara,NA,NA,237.7635783,2007,22.299405,73.208119,116.5840132,237.7635783,1/1/2007,1666703
Vadodara,13.714377,28.43003195,176.4121406,2008,22.299405,73.208119,116.5840132,72.85218318,1/1/2008,1666703
Vadodara,15.9461794,30.06079734,196.9966777,2009,22.299405,73.208119,116.5840132,81.00121815,1/1/2009,1666703
Vadodara,16.56597222,28.70833333,NA,2010,22.299405,73.208119,116.5840132,22.63715278,1/1/2010,1666703
Vadodara,NA,NA,NA,2011,22.299405,73.208119,116.5840132,NA,1/1/2011,1666703
Vadodara,15.83035714,31.38392857,NA,2012,22.299405,73.208119,116.5840132,23.60714286,1/1/2012,1666703
Vadodara,NA,NA,36.58130081,2013,22.299405,73.208119,116.5840132,36.58130081,1/1/2013,1666703
Vadodara,14.985,20.65,NA,2014,22.299405,73.208119,116.5840132,17.8175,1/1/2014,1666703
Vadodara,NA,NA,NA,2015,22.299405,73.208119,116.5840132,NA,1/1/2015,1666703
Anklesvar,22.00053476,28.65775401,192.8609626,2005,21.6315,73.02303,116.5840132,81.17308379,1/1/2005,89457
Anklesvar,23.77365269,30.88622754,169.2634731,2006,21.6315,73.02303,116.5840132,74.64111778,1/1/2006,89457
Anklesvar,21.90048077,29.10528846,195.2884615,2007,21.6315,73.02303,116.5840132,82.09807691,1/1/2007,89457
Anklesvar,NA,NA,184.0761905,2008,21.6315,73.02303,116.5840132,184.0761905,1/1/2008,89457
Anklesvar,19.29020619,26.64175258,178.5154639,2009,21.6315,73.02303,116.5840132,74.81580756,1/1/2009,89457
ANKLESHWAR,18.94011976,22.89820359,NA,2015,21.626425,73.015198,116.5840132,20.91916168,1/1/2015,0
VAPI,12.58333333,19.70833333,NA,2015,20.37331,72.908257,116.5840132,16.14583333,1/1/2015,0
Bhuj,13.375,20.70833333,NA,2015,23.253972,69.669281,116.5840132,17.04166667,1/1/2015,147123
MORBI,13.7173913,20.65217391,NA,2015,22.8242,70.831299,116.5840132,17.18478261,1/1/2015,0
SANAND,14.04347826,21.30434783,NA,2015,22.98245,72.378578,116.5840132,17.67391305,1/1/2015,0
Sarigam,14,21.04166667,NA,2015,20.2903,72.852699,116.5840132,17.52083334,1/1/2015,0
Faridabad,43.41818182,NA,NA,1987,28.41124,77.31316,116.5840132,43.41818182,1/1/1987,1404653
Faridabad,33.2125,11.87083333,NA,1988,28.41124,77.31316,116.5840132,22.54166667,1/1/1988,1404653
Faridabad,30.38095238,11.84285714,272.3333333,1989,28.41124,77.31316,116.5840132,104.8523809,1/1/1989,1404653
Faridabad,30.75833333,10.2,309.4166667,1990,28.41124,77.31316,116.5840132,116.7916667,1/1/1990,1404653
Faridabad,33.75714286,9.771428571,249.9285714,1991,28.41124,77.31316,116.5840132,97.81904761,1/1/1991,1404653
Faridabad,38.14166667,9.766666667,287.0833333,1992,28.41124,77.31316,116.5840132,111.6638889,1/1/1992,1404653
Faridabad,39.25,13.26666667,NA,1993,28.41124,77.31316,116.5840132,26.25833334,1/1/1993,1404653
Faridabad,37.02307692,13.62307692,303.6153846,1994,28.41124,77.31316,116.5840132,118.0871795,1/1/1994,1404653
Faridabad,37.03333333,13.71666667,312.875,1995,28.41124,77.31316,116.5840132,121.2083333,1/1/1995,1404653
Faridabad,34.83636364,12.96363636,307.7272727,1996,28.41124,77.31316,116.5840132,118.5090909,1/1/1996,1404653
Faridabad,37.9,14.66666667,404.8333333,1997,28.41124,77.31316,116.5840132,152.4666667,1/1/1997,1404653
Faridabad,34.62727273,13.04545455,371.1818182,1998,28.41124,77.31316,116.5840132,139.6181818,1/1/1998,1404653
Faridabad,34.36666667,12.03333333,416.4444444,1999,28.41124,77.31316,116.5840132,154.2814815,1/1/1999,1404653
Faridabad,36.8,11.25,427.1666667,2000,28.41124,77.31316,116.5840132,158.4055556,1/1/2000,1404653
Faridabad,23.19583333,15.12916667,330.9583333,2001,28.41124,77.31316,116.5840132,123.0944444,1/1/2001,1404653
Faridabad,12.925,26.56666667,463.0833333,2002,28.41124,77.31316,116.5840132,167.525,1/1/2002,1404653
Faridabad,8.459111111,22.90844444,273.28,2004,28.41124,77.31316,116.5840132,101.5491852,1/1/2004,1404653
Faridabad,9.1,21.48115942,354.2995169,2005,28.41124,77.31316,116.5840132,128.2935588,1/1/2005,1404653
Faridabad,9.84965035,21.51818182,NA,2006,28.41124,77.31316,116.5840132,15.68391609,1/1/2006,1404653
Faridabad,17.43568465,28.23236515,NA,2010,28.41124,77.31316,116.5840132,22.8340249,1/1/2010,1404653
Faridabad,20.0995671,42.77056277,NA,2011,28.41124,77.31316,116.5840132,31.43506494,1/1/2011,1404653
Faridabad,11.69072165,37.8814433,NA,2012,28.41124,77.31316,116.5840132,24.78608248,1/1/2012,1404653
Faridabad,12.42,26.34,NA,2013,28.41124,77.31316,116.5840132,19.38,1/1/2013,1404653
Faridabad,13.50259067,25.1761658,NA,2014,28.41124,77.31316,116.5840132,19.33937824,1/1/2014,1404653
Faridabad,15.29487179,72.85897436,NA,2015,28.41124,77.31316,116.5840132,44.07692308,1/1/2015,1404653
Yamuna Nagar,NA,NA,277,1991,30.129047,77.267387,116.5840132,277,1/1/1991,0
Yamuna Nagar,25.38181818,4.936363636,NA,1992,30.129047,77.267387,116.5840132,15.15909091,1/1/1992,0
Yamuna Nagar,27.2,8.541666667,NA,1993,30.129047,77.267387,116.5840132,17.87083333,1/1/1993,0
Yamuna Nagar,29.51666667,15.63333333,NA,1994,30.129047,77.267387,116.5840132,22.575,1/1/1994,0
Yamuna Nagar,34.62,23.12,NA,1995,30.129047,77.267387,116.5840132,28.87,1/1/1995,0
Yamuna Nagar,30.86363636,18.48181818,NA,1996,30.129047,77.267387,116.5840132,24.67272727,1/1/1996,0
Yamuna Nagar,27.65454545,17.82727273,141.9090909,1997,30.129047,77.267387,116.5840132,62.46363636,1/1/1997,0
Yamuna Nagar,31.95454545,23.13636364,232.4545455,1998,30.129047,77.267387,116.5840132,95.84848486,1/1/1998,0
Yamuna Nagar,NA,NA,196,1999,30.129047,77.267387,116.5840132,196,1/1/1999,0
Yamuna Nagar,18.58,9.31,215.9,2000,30.129047,77.267387,116.5840132,81.26333333,1/1/2000,0
Yamuna Nagar,22.15833333,12.075,277.5833333,2001,30.129047,77.267387,116.5840132,103.9388889,1/1/2001,0
